epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
230,7724.9,0.23909,0.51934,0.07128,0.1237,0.00407,0.00225,0.99883,0.99,0.9949,0.9949,0.99883,0.99,0.9949,0.97686,0.096,0.19427,0.0778,0.06471,0.00306,0,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329
231,7758.5,0.25614,0.5148,0.07049,0.12138,0.00443,0,0.98636,1,0.9949,0.9949,0.98636,1,0.9949,0.98443,0.07866,0.16667,0.04564,0.10296,0.00219,0,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
232,7791.55,0.23146,0.54066,0.07009,0.1081,0.00413,0.01865,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98517,0.11838,0.15405,0.04544,0.04585,0.00279,0,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131
233,7825.77,0.26178,0.5236,0.06972,0.12338,0.00448,0,0.99973,1,0.995,0.995,0.99973,1,0.995,0.98539,0.13294,0.13637,0.04998,0.04843,0.00405,0,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
234,7859.98,0.25094,0.48773,0.06758,0.11651,0.00439,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98612,0.06896,0.14293,0.05202,0.03077,0.00216,0,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933
235,7894.38,0.23368,0.47302,0.06602,0.11098,0.0042,0.0139,1,1,0.995,0.995,1,1,0.995,0.97904,0.10928,0.17584,0.0524,0.03933,0.00375,0,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
236,7928.45,0.26577,0.48986,0.06787,0.10842,0.0046,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.99069,0.1095,0.13765,0.05398,0.04279,0.00272,0,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
237,7962.56,0.23298,0.49183,0.0628,0.1088,0.00411,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98656,0.10168,0.11713,0.05348,0.03888,0.00277,0,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
238,7995.64,0.23275,0.54197,0.06431,0.10512,0.00403,0.0757,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98973,0.10705,0.12979,0.05275,0.03939,0.00416,0,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537
239,8029.38,0.24428,0.47667,0.06672,0.1072,0.00411,0.00383,1,1,0.995,0.995,1,1,0.995,0.98373,0.08024,0.14959,0.05747,0.03221,0.00284,0,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
240,8063.18,0.22721,0.52428,0.06727,0.10875,0.00411,0.03306,1,1,0.995,0.995,1,1,0.995,0.98214,0.0722,0.14189,0.064,0.03047,0.00218,0,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339
241,8097.39,0.21336,0.56984,0.06536,0.09335,0.00386,0.00726,1,1,0.995,0.995,1,1,0.995,0.9817,0.0931,0.14153,0.05462,0.03465,0.00265,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
242,8131.9,0.23176,0.48465,0.06648,0.10731,0.00424,0,1,1,0.995,0.995,1,1,0.995,0.98883,0.13497,0.1292,0.05123,0.04687,0.00344,0,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141
243,8166.23,0.23542,0.46705,0.06802,0.10623,0.00409,0,1,1,0.995,0.995,1,1,0.995,0.98492,0.04845,0.12929,0.04911,0.02428,0.00141,0,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
244,8199.83,0.24025,0.4723,0.0641,0.10939,0.00406,0,1,1,0.995,0.995,1,1,0.995,0.98596,0.0636,0.12738,0.0456,0.03402,0.00201,0,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943
245,8233,0.23787,0.47654,0.06075,0.10586,0.00407,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98687,0.04804,0.12894,0.046,0.02652,0.00163,0,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
246,8266,0.23906,0.47225,0.06047,0.10879,0.00405,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98794,0.09423,0.12939,0.04736,0.03643,0.00251,0,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
247,8299.98,0.22091,0.45529,0.06627,0.10628,0.00396,0,0.94441,0.97,0.98913,0.98913,0.94441,0.97,0.98913,0.98414,0.08678,0.12947,0.05944,0.21925,0.00249,0,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
248,8334.61,0.25155,0.45692,0.06106,0.11423,0.00443,2e-05,0.99974,1,0.995,0.995,0.99974,1,0.995,0.99025,0.16504,0.13713,0.06839,0.05419,0.00494,0,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547
249,8369.08,0.24107,0.462,0.06266,0.10492,0.00446,0,1,1,0.995,0.995,1,1,0.995,0.98895,0.09623,0.12828,0.05917,0.03621,0.00257,0,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
250,8402.98,0.23334,0.49738,0.06049,0.10453,0.00409,0.00054,1,1,0.995,0.995,1,1,0.995,0.98852,0.11507,0.1275,0.05781,0.04127,0.00352,0,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349
251,8436.33,0.20601,0.50121,0.063,0.11135,0.00361,0,1,1,0.995,0.995,1,1,0.995,0.9879,0.0554,0.13268,0.04782,0.02506,0.00157,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
252,8469.61,0.24678,0.46861,0.06426,0.1052,0.00434,0,1,1,0.995,0.995,1,1,0.995,0.98877,0.08778,0.1202,0.04915,0.03659,0.00275,0,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151
253,8502.38,0.25097,0.47099,0.06184,0.11087,0.00445,0,1,1,0.995,0.995,1,1,0.995,0.9904,0.08513,0.11848,0.04867,0.03428,0.00283,0,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
254,8536.13,0.25894,0.43667,0.06282,0.10934,0.00481,0,1,1,0.995,0.995,1,1,0.995,0.98958,0.07962,0.12279,0.04765,0.03443,0.00207,0,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953
255,8570.45,0.24321,0.40652,0.06076,0.1078,0.0041,0,1,1,0.995,0.995,1,1,0.995,0.98902,0.04786,0.11695,0.04317,0.02519,0.00133,0,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
256,8604.47,0.2281,0.47442,0.06063,0.09967,0.00403,0,1,1,0.995,0.995,1,1,0.995,0.98789,0.13946,0.12291,0.046,0.04715,0.00468,0,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
257,8638.48,0.20956,0.5138,0.06462,0.10228,0.00373,0,1,1,0.995,0.995,1,1,0.995,0.9886,0.09573,0.1192,0.04528,0.03797,0.00249,0,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
258,8672.21,0.22318,0.44542,0.06127,0.09058,0.00407,0,1,1,0.995,0.995,1,1,0.995,0.98988,0.05587,0.12399,0.04479,0.02478,0.00181,0,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557
259,8706.11,0.20184,0.52394,0.06295,0.09538,0.00352,0.16709,1,1,0.995,0.995,1,1,0.995,0.9888,0.1152,0.15196,0.05329,0.04549,0.00355,0,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
260,8739.07,0.24268,0.47728,0.0679,0.10502,0.00431,0.0028,1,1,0.995,0.995,1,1,0.995,0.98915,0.04893,0.12829,0.09175,0.02543,0.00145,0,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359
261,8772.66,0.23401,0.42106,0.0661,0.10106,0.00407,0,1,1,0.995,0.995,1,1,0.995,0.98589,0.08553,0.12902,0.08414,0.03618,0.0027,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
262,8806.68,0.23212,0.47638,0.06527,0.1099,0.00396,0,1,1,0.995,0.995,1,1,0.995,0.98453,0.08109,0.13354,0.06579,0.03798,0.00215,0,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161
263,8840.65,0.24305,0.44921,0.06539,0.11238,0.00412,0.00277,1,1,0.995,0.995,1,1,0.995,0.9882,0.16913,0.13073,0.06085,0.05733,0.0042,0,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
264,8874.41,0.22907,0.45832,0.06294,0.10123,0.00387,0,1,1,0.995,0.995,1,1,0.995,0.98947,0.07935,0.12237,0.05253,0.0316,0.00194,0,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963
265,8908.14,0.2467,0.46421,0.0608,0.10555,0.00426,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98973,0.0552,0.11751,0.04498,0.02666,0.00177,0,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
266,8941.51,0.23436,0.43178,0.0589,0.10178,0.00396,0.01097,1,1,0.995,0.995,1,1,0.995,0.98975,0.08521,0.11753,0.04502,0.03524,0.00238,0,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
267,8974.45,0.21371,0.47896,0.0617,0.1048,0.00366,0.00525,1,1,0.995,0.995,1,1,0.995,0.9854,0.11382,0.14122,0.04705,0.04064,0.00338,0,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
268,9007.72,0.22895,0.44547,0.06152,0.09981,0.00407,0,1,1,0.995,0.995,1,1,0.995,0.98742,0.09462,0.13233,0.04576,0.03609,0.00308,0,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567
269,9042.08,0.23203,0.42452,0.06143,0.09694,0.0041,0,1,1,0.995,0.995,1,1,0.995,0.99105,0.07969,0.11361,0.0452,0.0326,0.00235,0,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
270,9076.24,0.24206,0.4719,0.06079,0.10598,0.0044,0,1,1,0.995,0.995,1,1,0.995,0.98903,0.08222,0.12222,0.04524,0.03476,0.00223,0,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369
271,9110.17,0.24689,0.43248,0.05922,0.1031,0.00421,0,1,1,0.995,0.995,1,1,0.995,0.9894,0.0694,0.11495,0.05381,0.03165,0.00201,0,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
272,9143.54,0.23799,0.42111,0.05617,0.10617,0.00415,0.00118,1,1,0.995,0.995,1,1,0.995,0.98882,0.08358,0.12244,0.05878,0.03388,0.00288,0,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171
273,9176.87,0.20885,0.49676,0.05826,0.09584,0.00368,0.0029,1,1,0.995,0.995,1,1,0.995,0.98825,0.12582,0.13525,0.056,0.0435,0.00379,0,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
274,9209.75,0.21569,0.46784,0.05836,0.10101,0.00384,0,1,1,0.995,0.995,1,1,0.995,0.98837,0.10595,0.11471,0.05388,0.03858,0.00321,0,0.0218919,0.0072973,0.0218919,0.0072973,0.0218919,0.0072973,0.0218919,0.0072973
275,9243.03,0.23852,0.42274,0.05833,0.10716,0.00395,0,1,1,0.995,0.995,1,1,0.995,0.99176,0.10148,0.11501,0.04394,0.03806,0.00303,0,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
276,9277.11,0.2255,0.42062,0.0588,0.10278,0.00373,0,1,1,0.995,0.995,1,1,0.995,0.99051,0.07555,0.12195,0.03848,0.0323,0.00249,0,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
277,9310.97,0.2158,0.43955,0.05994,0.09967,0.00402,0.00393,1,1,0.995,0.995,1,1,0.995,0.98231,0.18698,0.16801,0.04107,0.06021,0.00518,0,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
278,9345.18,0.21782,0.46859,0.06375,0.0906,0.00385,0,1,1,0.995,0.995,1,1,0.995,0.98943,0.09293,0.12802,0.04432,0.03521,0.00277,0,0.0217731,0.0072577,0.0217731,0.0072577,0.0217731,0.0072577,0.0217731,0.0072577
279,9378.74,0.24114,0.44308,0.06506,0.10983,0.00425,0,1,1,0.995,0.995,1,1,0.995,0.98956,0.06053,0.122,0.04303,0.02971,0.00175,0,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
280,9412.7,0.2271,0.43542,0.05877,0.10013,0.00395,0,1,1,0.995,0.995,1,1,0.995,0.9904,0.05637,0.10683,0.0427,0.02603,0.0019,0,0.0217137,0.0072379,0.0217137,0.0072379,0.0217137,0.0072379,0.0217137,0.0072379
281,9445.62,0.21988,0.43522,0.05678,0.09806,0.00387,0.00205,0.99974,1,0.995,0.995,0.99974,1,0.995,0.99103,0.10353,0.11726,0.0396,0.03965,0.00281,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
282,9479.99,0.24646,0.39975,0.05792,0.10194,0.00432,0,1,1,0.995,0.995,1,1,0.995,0.99005,0.05301,0.13032,0.03893,0.02677,0.00154,0,0.0216543,0.0072181,0.0216543,0.0072181,0.0216543,0.0072181,0.0216543,0.0072181
283,9513.75,0.2277,0.43073,0.05464,0.09531,0.00401,0,0.99973,1,0.995,0.995,0.99973,1,0.995,0.98971,0.14774,0.1065,0.03795,0.0498,0.00386,0,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
284,9547.83,0.21118,0.43538,0.05605,0.09137,0.00366,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98868,0.10205,0.12524,0.03345,0.03716,0.00305,0,0.0215949,0.0071983,0.0215949,0.0071983,0.0215949,0.0071983,0.0215949,0.0071983
285,9581.34,0.22412,0.42815,0.05829,0.094,0.0039,0.00056,0.99974,1,0.995,0.995,0.99974,1,0.995,0.98651,0.10484,0.15447,0.0306,0.03795,0.00311,0,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
286,9614.94,0.22088,0.40773,0.06024,0.09852,0.00389,0,1,1,0.995,0.995,1,1,0.995,0.99046,0.09262,0.10541,0.0337,0.03611,0.003,0,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
287,9648.41,0.20117,0.45047,0.05483,0.0953,0.00375,0,1,1,0.995,0.995,1,1,0.995,0.98947,0.11053,0.09692,0.03916,0.04046,0.00389,0,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
288,9681.52,0.22154,0.41372,0.05385,0.09096,0.00386,0,1,1,0.995,0.995,1,1,0.995,0.98843,0.07797,0.11314,0.04285,0.03476,0.00296,0,0.0214761,0.0071587,0.0214761,0.0071587,0.0214761,0.0071587,0.0214761,0.0071587
289,9714.67,0.22028,0.41054,0.05603,0.09566,0.00387,0,1,1,0.995,0.995,1,1,0.995,0.98985,0.08545,0.1127,0.03866,0.03533,0.0023,0,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
290,9748.99,0.22193,0.42631,0.05507,0.10104,0.0039,0,1,1,0.995,0.995,1,1,0.995,0.98948,0.05186,0.11159,0.03555,0.02541,0.00158,0,0.0214167,0.0071389,0.0214167,0.0071389,0.0214167,0.0071389,0.0214167,0.0071389
291,9782.98,0.22664,0.39148,0.05422,0.09672,0.0041,0,1,1,0.995,0.995,1,1,0.995,0.99038,0.09802,0.12134,0.03323,0.03684,0.0027,0,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
292,9817.58,0.21484,0.39368,0.0556,0.10575,0.00376,0,1,1,0.995,0.995,1,1,0.995,0.98993,0.10967,0.11802,0.036,0.04004,0.00378,0,0.0213573,0.0071191,0.0213573,0.0071191,0.0213573,0.0071191,0.0213573,0.0071191
293,9851.18,0.20699,0.38837,0.05523,0.10482,0.00363,0,1,1,0.995,0.995,1,1,0.995,0.99152,0.09794,0.10979,0.03362,0.03627,0.00314,0,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
294,9884.58,0.22367,0.40993,0.0557,0.09957,0.00392,0.01012,1,1,0.995,0.995,1,1,0.995,0.99101,0.09501,0.10152,0.03512,0.03594,0.00248,0,0.0212979,0.0070993,0.0212979,0.0070993,0.0212979,0.0070993,0.0212979,0.0070993
295,9917.68,0.20397,0.4601,0.05634,0.09094,0.00346,0.0353,1,1,0.995,0.995,1,1,0.995,0.99187,0.12454,0.11423,0.0362,0.04338,0.00389,0,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
296,9950.66,0.21645,0.40122,0.05398,0.09634,0.00378,0,1,1,0.995,0.995,1,1,0.995,0.99104,0.04684,0.10436,0.03575,0.02353,0.00137,0,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
297,9984.54,0.22908,0.39018,0.05764,0.09927,0.00385,0,1,1,0.995,0.995,1,1,0.995,0.99058,0.13013,0.12155,0.03334,0.04581,0.00395,0,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
298,10018.7,0.21245,0.41379,0.05721,0.09008,0.00386,0,1,1,0.995,0.995,1,1,0.995,0.99053,0.07173,0.10597,0.03294,0.03162,0.00232,0,0.0211791,0.0070597,0.0211791,0.0070597,0.0211791,0.0070597,0.0211791,0.0070597
299,10053,0.22704,0.39105,0.05504,0.09802,0.00412,0,1,1,0.995,0.995,1,1,0.995,0.98915,0.07217,0.11377,0.03338,0.03005,0.00262,0,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
300,10086.8,0.20955,0.35808,0.0543,0.0948,0.00359,0,1,1,0.995,0.995,1,1,0.995,0.99067,0.11173,0.1277,0.03384,0.03985,0.00336,0,0.0211197,0.0070399,0.0211197,0.0070399,0.0211197,0.0070399,0.0211197,0.0070399
301,10121,0.20855,0.40762,0.05362,0.09212,0.00379,0.00262,1,1,0.995,0.995,1,1,0.995,0.98956,0.08574,0.12536,0.03396,0.03481,0.00237,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
302,10154.4,0.19133,0.45117,0.05446,0.08432,0.00338,0,1,1,0.995,0.995,1,1,0.995,0.99186,0.10195,0.11003,0.03376,0.03803,0.00338,0,0.0210603,0.0070201,0.0210603,0.0070201,0.0210603,0.0070201,0.0210603,0.0070201
303,10187.2,0.22151,0.38071,0.05484,0.09711,0.0037,0,1,1,0.995,0.995,1,1,0.995,0.9896,0.07727,0.11432,0.03633,0.03445,0.00262,0,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
304,10220.7,0.2164,0.40467,0.05298,0.09604,0.00368,0,1,1,0.995,0.995,1,1,0.995,0.99169,0.0651,0.10062,0.03345,0.02885,0.00198,0,0.0210009,0.0070003,0.0210009,0.0070003,0.0210009,0.0070003,0.0210009,0.0070003
305,10255,0.2352,0.43512,0.05269,0.09462,0.00395,0.00764,1,1,0.995,0.995,1,1,0.995,0.99064,0.08266,0.11321,0.03086,0.03251,0.00325,0,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
306,10288.8,0.21148,0.40049,0.04916,0.0911,0.00384,0,0.99971,1,0.995,0.995,0.99971,1,0.995,0.98926,0.09222,0.14214,0.03352,0.03674,0.00291,0,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
307,10322.6,0.21082,0.4008,0.05406,0.08823,0.00364,0,1,1,0.995,0.995,1,1,0.995,0.98779,0.05671,0.11894,0.0388,0.02549,0.00171,0,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
308,10356.4,0.20956,0.36903,0.05447,0.09219,0.00369,0,1,1,0.995,0.995,1,1,0.995,0.98894,0.06446,0.10377,0.03925,0.03015,0.00172,0,0.0208821,0.0069607,0.0208821,0.0069607,0.0208821,0.0069607,0.0208821,0.0069607
309,10389.8,0.21541,0.39895,0.0534,0.09372,0.00373,0,1,1,0.995,0.995,1,1,0.995,0.98951,0.10998,0.10452,0.0391,0.03961,0.00378,0,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
310,10422.8,0.20294,0.35868,0.05079,0.08486,0.00353,0,1,1,0.995,0.995,1,1,0.995,0.99053,0.05927,0.09931,0.04293,0.02678,0.00197,0,0.0208227,0.0069409,0.0208227,0.0069409,0.0208227,0.0069409,0.0208227,0.0069409
311,10456.3,0.21533,0.38044,0.05207,0.08819,0.00392,0,1,1,0.995,0.995,1,1,0.995,0.99099,0.11354,0.09513,0.03754,0.04187,0.00303,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
312,10491,0.21009,0.36984,0.04894,0.08922,0.00376,0.0155,1,1,0.995,0.995,1,1,0.995,0.99095,0.12398,0.11323,0.02987,0.04396,0.00281,0,0.0207633,0.0069211,0.0207633,0.0069211,0.0207633,0.0069211,0.0207633,0.0069211
313,10525.2,0.20761,0.40625,0.05273,0.08623,0.0036,0.05128,1,0.99975,0.995,0.995,1,0.99975,0.995,0.99182,0.05674,0.10248,0.02782,0.03539,0.00188,0,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
314,10559,0.21658,0.38029,0.05468,0.09168,0.00369,0,0.99883,1,0.995,0.995,0.99883,1,0.995,0.98987,0.0928,0.1069,0.03176,0.0426,0.00238,0,0.0207039,0.0069013,0.0207039,0.0069013,0.0207039,0.0069013,0.0207039,0.0069013
315,10592.3,0.20629,0.3902,0.05221,0.08642,0.00351,0,0.9978,1,0.995,0.995,0.9978,1,0.995,0.99117,0.12017,0.12306,0.02954,0.07911,0.00359,0,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
316,10625.5,0.21276,0.38706,0.05316,0.0908,0.0038,0,0.99946,1,0.995,0.995,0.99946,1,0.995,0.99204,0.11373,0.11354,0.0273,0.04537,0.00333,0,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
317,10658.7,0.21261,0.4213,0.05294,0.09105,0.00355,0,0.99966,1,0.995,0.995,0.99966,1,0.995,0.98984,0.06283,0.10509,0.02907,0.02947,0.00203,0,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
318,10692.4,0.22059,0.39805,0.05,0.09827,0.00379,0,0.99945,1,0.995,0.995,0.99945,1,0.995,0.99024,0.07507,0.10121,0.02894,0.03583,0.00197,0,0.0205851,0.0068617,0.0205851,0.0068617,0.0205851,0.0068617,0.0205851,0.0068617
319,10726.5,0.20356,0.39156,0.05253,0.09776,0.00353,0,1,1,0.995,0.995,1,1,0.995,0.99057,0.05805,0.10208,0.0286,0.02662,0.00179,0,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
320,10760.6,0.19037,0.37799,0.04864,0.08779,0.00336,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.9921,0.07319,0.10087,0.0281,0.02949,0.00188,0,0.0205257,0.0068419,0.0205257,0.0068419,0.0205257,0.0068419,0.0205257,0.0068419
321,10794.5,0.19902,0.35366,0.05192,0.084,0.00356,0,0.99974,1,0.995,0.995,0.99974,1,0.995,0.99103,0.0867,0.09419,0.02694,0.03451,0.0023,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
322,10827.9,0.20368,0.34925,0.05003,0.08429,0.00355,0,1,1,0.995,0.995,1,1,0.995,0.98969,0.08358,0.09582,0.02509,0.03367,0.00231,0,0.0204663,0.0068221,0.0204663,0.0068221,0.0204663,0.0068221,0.0204663,0.0068221
323,10861.6,0.19596,0.37829,0.04911,0.09017,0.0034,0,1,1,0.995,0.995,1,1,0.995,0.99263,0.06328,0.09019,0.02805,0.03045,0.00163,0,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
324,10894.7,0.18549,0.39392,0.0512,0.09461,0.00319,0,1,1,0.995,0.995,1,1,0.995,0.99326,0.05104,0.08782,0.02884,0.02576,0.00154,0,0.0204069,0.0068023,0.0204069,0.0068023,0.0204069,0.0068023,0.0204069,0.0068023
325,10928.3,0.20076,0.40563,0.05454,0.12888,0.00343,0,0.99973,1,0.995,0.995,0.99973,1,0.995,0.9932,0.08758,0.09949,0.02905,0.03548,0.00278,0,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
326,10962.4,0.2316,0.44778,0.058,0.13802,0.00407,0.02485,1,1,0.995,0.995,1,1,0.995,0.98813,0.06628,0.16463,0.03671,0.03278,0.00196,0,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
327,10996.4,0.20287,0.53215,0.06117,0.12989,0.00365,0.03089,1,0.99969,0.995,0.995,1,0.99969,0.995,0.98994,0.06174,0.11965,0.04238,0.04056,0.00168,0,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
328,11030.5,0.23074,0.4354,0.06378,0.11657,0.00387,0,0.9997,1,0.995,0.995,0.9997,1,0.995,0.98713,0.08628,0.12531,0.05297,0.03755,0.00284,0,0.0202881,0.0067627,0.0202881,0.0067627,0.0202881,0.0067627,0.0202881,0.0067627
329,11064.7,0.19887,0.45365,0.05647,0.1043,0.00349,0.0134,0.99964,1,0.995,0.995,0.99964,1,0.995,0.98609,0.06037,0.14881,0.04579,0.03011,0.00154,0,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
330,11098,0.21171,0.40655,0.05907,0.10534,0.00379,0,0.99961,0.995,0.995,0.995,0.99961,0.995,0.995,0.99103,0.04256,0.11732,0.0459,0.03018,0.00137,0,0.0202287,0.0067429,0.0202287,0.0067429,0.0202287,0.0067429,0.0202287,0.0067429
