epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
464,15609.2,0.17997,0.24388,0.03544,0.08605,0.0029,0,1,1,0.995,0.995,1,1,0.995,0.9932,0.03132,0.06716,0.01045,0.01719,0.00105,0,0.0162489,0.0054163,0.0162489,0.0054163,0.0162489,0.0054163,0.0162489,0.0054163
465,15642.6,0.15521,0.24896,0.03601,0.07716,0.00277,0,1,1,0.995,0.995,1,1,0.995,0.99363,0.04246,0.06992,0.01104,0.02074,0.00143,0,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
466,15675.9,0.17788,0.25225,0.03721,0.08734,0.00316,0,1,1,0.995,0.995,1,1,0.995,0.99345,0.05294,0.07068,0.01009,0.02347,0.00182,0,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
467,15709.3,0.17013,0.23407,0.03726,0.0779,0.00288,0,1,1,0.995,0.995,1,1,0.995,0.99315,0.03367,0.06778,0.00967,0.01892,0.0012,0,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
468,15742.9,0.18185,0.26598,0.03506,0.08929,0.00306,0.01456,1,1,0.995,0.995,1,1,0.995,0.99328,0.05477,0.06539,0.01081,0.02516,0.00187,0,0.0161301,0.0053767,0.0161301,0.0053767,0.0161301,0.0053767,0.0161301,0.0053767
469,15776.8,0.17795,0.26957,0.03741,0.08339,0.00296,0,1,1,0.995,0.995,1,1,0.995,0.9929,0.07498,0.06813,0.01161,0.03022,0.00244,0,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
470,15811.1,0.17904,0.25506,0.037,0.07987,0.00295,0,1,1,0.995,0.995,1,1,0.995,0.99307,0.06617,0.07225,0.01124,0.02728,0.00211,0,0.0160707,0.0053569,0.0160707,0.0053569,0.0160707,0.0053569,0.0160707,0.0053569
471,15845,0.16263,0.26698,0.03639,0.08533,0.00277,0,1,1,0.995,0.995,1,1,0.995,0.99261,0.0844,0.07308,0.01042,0.03267,0.00264,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
472,15878.8,0.16336,0.26592,0.0385,0.07702,0.00284,0,1,1,0.995,0.995,1,1,0.995,0.9932,0.07874,0.07161,0.00906,0.03079,0.0027,0,0.0160113,0.0053371,0.0160113,0.0053371,0.0160113,0.0053371,0.0160113,0.0053371
473,15913.7,0.17163,0.23255,0.03843,0.07585,0.00277,0,1,1,0.995,0.995,1,1,0.995,0.9932,0.05949,0.06554,0.00811,0.02528,0.00211,0,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
474,15947,0.15992,0.24132,0.03705,0.079,0.00275,0,1,1,0.995,0.995,1,1,0.995,0.9932,0.05427,0.0633,0.00873,0.02511,0.00187,0,0.0159519,0.0053173,0.0159519,0.0053173,0.0159519,0.0053173,0.0159519,0.0053173
475,15980.8,0.15437,0.24377,0.0365,0.08073,0.00268,0,1,1,0.995,0.995,1,1,0.995,0.99364,0.07356,0.06487,0.0091,0.02916,0.00255,0,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
476,16014.4,0.18231,0.24035,0.03601,0.08651,0.00297,0,1,1,0.995,0.995,1,1,0.995,0.99482,0.05653,0.06642,0.00872,0.02483,0.00186,0,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
477,16048.1,0.17299,0.24693,0.03549,0.08423,0.00278,0,1,1,0.995,0.995,1,1,0.995,0.99453,0.04615,0.06435,0.00905,0.02186,0.00142,0,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
478,16081.9,0.16226,0.25335,0.03634,0.07692,0.00273,0,1,1,0.995,0.995,1,1,0.995,0.99363,0.04691,0.06136,0.00917,0.02116,0.0015,0,0.0158331,0.0052777,0.0158331,0.0052777,0.0158331,0.0052777,0.0158331,0.0052777
479,16115.6,0.17418,0.25025,0.03728,0.08574,0.00282,0,1,1,0.995,0.995,1,1,0.995,0.99393,0.03669,0.06332,0.00806,0.01867,0.00122,0,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
480,16148.8,0.1674,0.23667,0.03612,0.08129,0.00283,0,1,1,0.995,0.995,1,1,0.995,0.99377,0.04413,0.06563,0.00745,0.02123,0.00163,0,0.0157737,0.0052579,0.0157737,0.0052579,0.0157737,0.0052579,0.0157737,0.0052579
481,16181.9,0.16666,0.24471,0.03606,0.08125,0.00275,0,1,1,0.995,0.995,1,1,0.995,0.99381,0.06027,0.06236,0.00747,0.02592,0.00207,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
482,16215.6,0.16212,0.23456,0.03729,0.07665,0.00275,0.00343,1,1,0.995,0.995,1,1,0.995,0.99481,0.03471,0.06286,0.00806,0.01826,0.0012,0,0.0157143,0.0052381,0.0157143,0.0052381,0.0157143,0.0052381,0.0157143,0.0052381
483,16249.6,0.15791,0.24047,0.03684,0.08043,0.00269,0,1,1,0.995,0.995,1,1,0.995,0.99369,0.03557,0.06099,0.00842,0.0188,0.00126,0,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
484,16283,0.16972,0.2614,0.03813,0.07623,0.0029,0,1,1,0.995,0.995,1,1,0.995,0.99374,0.02384,0.06191,0.00865,0.01533,0.00079,0,0.0156549,0.0052183,0.0156549,0.0052183,0.0156549,0.0052183,0.0156549,0.0052183
485,16317,0.16451,0.24658,0.03483,0.07704,0.00287,0,1,1,0.995,0.995,1,1,0.995,0.99371,0.02863,0.06501,0.00864,0.01705,0.00093,0,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
486,16351.1,0.16357,0.23916,0.03396,0.07589,0.00303,0,0.99968,1,0.995,0.995,0.99968,1,0.995,0.99376,0.05428,0.06502,0.00893,0.02574,0.00184,0,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
487,16384.6,0.16072,0.27096,0.03613,0.07768,0.00285,0,0.99859,1,0.995,0.995,0.99859,1,0.995,0.9934,0.04162,0.06227,0.00996,0.0578,0.00153,0,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
488,16417.7,0.16712,0.20249,0.03427,0.08019,0.00285,0,1,0.99373,0.995,0.995,1,0.99373,0.995,0.99482,0.04918,0.06189,0.00958,0.0557,0.00159,0,0.0155361,0.0051787,0.0155361,0.0051787,0.0155361,0.0051787,0.0155361,0.0051787
489,16451.5,0.16231,0.24412,0.03399,0.08129,0.00292,0,1,1,0.995,0.995,1,1,0.995,0.995,0.03775,0.05877,0.00891,0.01971,0.00132,0,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
490,16485.2,0.15724,0.25162,0.03708,0.07919,0.00277,0,1,1,0.995,0.995,1,1,0.995,0.99482,0.03601,0.05855,0.00863,0.01865,0.00113,0,0.0154767,0.0051589,0.0154767,0.0051589,0.0154767,0.0051589,0.0154767,0.0051589
491,16518.7,0.16802,0.2488,0.03383,0.08263,0.00287,0,1,1,0.995,0.995,1,1,0.995,0.99465,0.04687,0.05911,0.0088,0.02141,0.00142,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
492,16552.2,0.15984,0.22796,0.03512,0.07352,0.00282,0,1,1,0.995,0.995,1,1,0.995,0.99482,0.03716,0.05955,0.00847,0.01896,0.00119,0,0.0154173,0.0051391,0.0154173,0.0051391,0.0154173,0.0051391,0.0154173,0.0051391
493,16585.9,0.16106,0.26049,0.03514,0.07247,0.00276,0,1,1,0.995,0.995,1,1,0.995,0.99478,0.03348,0.06057,0.00822,0.0182,0.0011,0,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
494,16619.2,0.16518,0.23151,0.03639,0.07532,0.00297,0,1,1,0.995,0.995,1,1,0.995,0.99481,0.02776,0.0583,0.0088,0.017,0.00095,0,0.0153579,0.0051193,0.0153579,0.0051193,0.0153579,0.0051193,0.0153579,0.0051193
495,16652.5,0.16739,0.24086,0.0368,0.07331,0.00299,0,1,0.99425,0.995,0.995,1,0.99425,0.995,0.99324,0.03304,0.05819,0.00909,0.03345,0.00119,0,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
496,16686.1,0.15785,0.22188,0.03437,0.07525,0.0029,0,0.99583,1,0.995,0.995,0.99583,1,0.995,0.995,0.06649,0.06259,0.0094,0.07658,0.0024,0,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
497,16720.2,0.15997,0.23326,0.03483,0.07485,0.00279,0,0.99982,1,0.995,0.995,0.99982,1,0.995,0.99488,0.06004,0.06262,0.01002,0.0401,0.0018,0,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
498,16753.8,0.17329,0.19596,0.03249,0.08134,0.00293,0,0.99885,1,0.995,0.995,0.99885,1,0.995,0.995,0.05987,0.05938,0.01017,0.04007,0.00175,0,0.0152391,0.0050797,0.0152391,0.0050797,0.0152391,0.0050797,0.0152391,0.0050797
499,16787.8,0.15378,0.24818,0.03337,0.07003,0.00273,0,0.99972,1,0.995,0.995,0.99972,1,0.995,0.99343,0.05537,0.06053,0.0097,0.02454,0.00158,0,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
500,16821.3,0.15862,0.22859,0.03478,0.0823,0.00268,0,1,1,0.995,0.995,1,1,0.995,0.9937,0.06226,0.0608,0.0094,0.02612,0.00198,0,0.0151797,0.0050599,0.0151797,0.0050599,0.0151797,0.0050599,0.0151797,0.0050599
501,16854.4,0.15712,0.23957,0.03536,0.07434,0.00265,0,1,1,0.995,0.995,1,1,0.995,0.99379,0.05015,0.05908,0.01004,0.02291,0.00174,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
502,16887.6,0.15714,0.2158,0.03435,0.07571,0.00264,0,1,1,0.995,0.995,1,1,0.995,0.99382,0.0548,0.05907,0.00918,0.02392,0.00169,0,0.0151203,0.0050401,0.0151203,0.0050401,0.0151203,0.0050401,0.0151203,0.0050401
503,16920.9,0.16258,0.20123,0.03502,0.07493,0.00273,0,1,1,0.995,0.995,1,1,0.995,0.99479,0.05377,0.05739,0.00831,0.02315,0.00173,0,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
504,16954.7,0.16282,0.29672,0.03615,0.07323,0.00275,0.0477,1,1,0.995,0.995,1,1,0.995,0.99496,0.04233,0.06123,0.00799,0.0203,0.00128,0,0.0150609,0.0050203,0.0150609,0.0050203,0.0150609,0.0050203,0.0150609,0.0050203
505,16988.3,0.16934,0.23753,0.03505,0.08112,0.0029,0,1,1,0.995,0.995,1,1,0.995,0.99364,0.04256,0.05869,0.00947,0.02097,0.00146,0,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
506,17022.2,0.15628,0.22753,0.03668,0.07272,0.0029,0,1,1,0.995,0.995,1,1,0.995,0.99339,0.04927,0.05738,0.01029,0.02266,0.00163,0,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
507,17056.1,0.16097,0.21563,0.03615,0.07709,0.00282,0,1,1,0.995,0.995,1,1,0.995,0.99307,0.06194,0.06076,0.00994,0.02634,0.0019,0,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
508,17089.8,0.16504,0.20255,0.03655,0.08374,0.00271,0,1,1,0.995,0.995,1,1,0.995,0.99475,0.04522,0.06049,0.00963,0.02205,0.00146,0,0.0149421,0.0049807,0.0149421,0.0049807,0.0149421,0.0049807,0.0149421,0.0049807
509,17123.1,0.153,0.21934,0.03388,0.08078,0.00269,0,1,1,0.995,0.995,1,1,0.995,0.99477,0.03001,0.05704,0.0095,0.01787,0.00094,0,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
510,17156.6,0.1593,0.20415,0.03469,0.07626,0.00278,0,1,1,0.995,0.995,1,1,0.995,0.99375,0.04151,0.05563,0.00989,0.02035,0.00126,0,0.0148827,0.0049609,0.0148827,0.0049609,0.0148827,0.0049609,0.0148827,0.0049609
511,17190.4,0.16425,0.21933,0.03526,0.07819,0.00281,0,1,1,0.995,0.995,1,1,0.995,0.99388,0.03788,0.05437,0.01005,0.0207,0.00111,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
512,17224.2,0.16559,0.2185,0.03563,0.07953,0.00288,0,1,1,0.995,0.995,1,1,0.995,0.99375,0.03705,0.05453,0.00961,0.0198,0.00108,0,0.0148233,0.0049411,0.0148233,0.0049411,0.0148233,0.0049411,0.0148233,0.0049411
513,17257.7,0.15334,0.22857,0.03646,0.07044,0.00261,0,1,1,0.995,0.995,1,1,0.995,0.99366,0.04509,0.05571,0.00901,0.02188,0.0015,0,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
514,17291.6,0.14345,0.23814,0.03401,0.07461,0.00256,0,1,1,0.995,0.995,1,1,0.995,0.9937,0.03716,0.05873,0.00896,0.01962,0.00142,0,0.0147639,0.0049213,0.0147639,0.0049213,0.0147639,0.0049213,0.0147639,0.0049213
515,17324.9,0.15515,0.19869,0.03328,0.07541,0.00281,0,1,0.9992,0.995,0.995,1,0.9992,0.995,0.99482,0.04563,0.05636,0.00957,0.02656,0.00152,0,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
516,17358.2,0.16697,0.20397,0.03509,0.07674,0.00272,0,0.9997,1,0.995,0.995,0.9997,1,0.995,0.99482,0.06345,0.05584,0.00925,0.02752,0.00218,0,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
517,17391.9,0.1569,0.19977,0.03233,0.07589,0.00271,0,1,1,0.995,0.995,1,1,0.995,0.9948,0.05647,0.05565,0.00898,0.02517,0.00205,0,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
518,17425.6,0.15426,0.23246,0.03349,0.08517,0.00256,0,1,1,0.995,0.995,1,1,0.995,0.99487,0.04129,0.0561,0.00871,0.02089,0.00152,0,0.0146451,0.0048817,0.0146451,0.0048817,0.0146451,0.0048817,0.0146451,0.0048817
519,17459.4,0.1597,0.21823,0.03305,0.08117,0.00272,0,1,1,0.995,0.995,1,1,0.995,0.99495,0.03028,0.0567,0.00807,0.01858,0.00105,0,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
520,17493.1,0.1584,0.20788,0.0329,0.08008,0.00264,0,0.9989,1,0.995,0.995,0.9989,1,0.995,0.99461,0.0428,0.06053,0.00809,0.04725,0.00139,0,0.0145857,0.0048619,0.0145857,0.0048619,0.0145857,0.0048619,0.0145857,0.0048619
521,17527,0.15925,0.22047,0.0346,0.07813,0.00265,0,1,1,0.995,0.995,1,1,0.995,0.99365,0.04687,0.05975,0.00995,0.02243,0.00166,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
522,17560.6,0.15293,0.22422,0.03459,0.0758,0.0026,0,1,1,0.995,0.995,1,1,0.995,0.99339,0.04906,0.05999,0.00982,0.0227,0.00179,0,0.0145263,0.0048421,0.0145263,0.0048421,0.0145263,0.0048421,0.0145263,0.0048421
523,17594.2,0.14946,0.22268,0.03519,0.07495,0.00243,0,1,1,0.995,0.995,1,1,0.995,0.9936,0.0548,0.05904,0.01007,0.02322,0.00189,0,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322
524,17627.6,0.15773,0.21137,0.03391,0.07156,0.00263,0,1,1,0.995,0.995,1,1,0.995,0.99348,0.03904,0.05582,0.01027,0.01952,0.0013,0,0.0144669,0.0048223,0.0144669,0.0048223,0.0144669,0.0048223,0.0144669,0.0048223
525,17661.4,0.14601,0.21745,0.03305,0.0641,0.00246,0,1,1,0.995,0.995,1,1,0.995,0.99347,0.04463,0.05663,0.0102,0.0208,0.00148,0,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124
526,17696.4,0.14903,0.21726,0.03443,0.06986,0.00256,0,1,1,0.995,0.995,1,1,0.995,0.99345,0.04334,0.05771,0.01043,0.02059,0.00136,0,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
527,17730.4,0.15271,0.2379,0.03114,0.07136,0.00259,0,1,1,0.995,0.995,1,1,0.995,0.99364,0.03937,0.05999,0.01079,0.01941,0.00124,0,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926
528,17764.3,0.15843,0.21606,0.0327,0.07406,0.00281,0,1,1,0.995,0.995,1,1,0.995,0.99483,0.04009,0.05655,0.01052,0.02025,0.00142,0,0.0143481,0.0047827,0.0143481,0.0047827,0.0143481,0.0047827,0.0143481,0.0047827
529,17797.9,0.15398,0.18776,0.03142,0.07202,0.0025,0,1,1,0.995,0.995,1,1,0.995,0.99475,0.03502,0.05577,0.00987,0.01923,0.00131,0,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
530,17831,0.15077,0.19832,0.03201,0.07581,0.00248,0.00205,1,1,0.995,0.995,1,1,0.995,0.99327,0.04452,0.05818,0.00932,0.02067,0.00143,0,0.0142887,0.0047629,0.0142887,0.0047629,0.0142887,0.0047629,0.0142887,0.0047629
531,17864.3,0.16158,0.19319,0.0332,0.07477,0.0026,0,1,1,0.995,0.995,1,1,0.995,0.99471,0.04912,0.06006,0.00894,0.022,0.00141,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
532,17898.2,0.15456,0.2028,0.03307,0.07853,0.00265,0,1,1,0.995,0.995,1,1,0.995,0.99465,0.05163,0.05766,0.00844,0.02291,0.00141,0,0.0142293,0.0047431,0.0142293,0.0047431,0.0142293,0.0047431,0.0142293,0.0047431
533,17932.1,0.15149,0.19511,0.03171,0.07519,0.00263,0,1,1,0.995,0.995,1,1,0.995,0.99481,0.05171,0.05703,0.00836,0.02276,0.00153,0,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
534,17965.7,0.16201,0.20732,0.03149,0.08234,0.00274,0,1,1,0.995,0.995,1,1,0.995,0.99332,0.03792,0.0565,0.00854,0.01978,0.00111,0,0.0141699,0.0047233,0.0141699,0.0047233,0.0141699,0.0047233,0.0141699,0.0047233
535,17999.3,0.16047,0.19971,0.03366,0.08207,0.00263,0,1,1,0.995,0.995,1,1,0.995,0.99346,0.03501,0.05632,0.00814,0.01903,0.00106,0,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134
536,18032.8,0.15164,0.22323,0.03076,0.0838,0.00249,0,1,1,0.995,0.995,1,1,0.995,0.99458,0.04008,0.05678,0.00854,0.0204,0.0014,0,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
537,18066.3,0.14409,0.21495,0.03283,0.07598,0.00246,0,1,1,0.995,0.995,1,1,0.995,0.99466,0.0394,0.06007,0.00883,0.02011,0.00135,0,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
538,18099.5,0.14378,0.22018,0.03296,0.08498,0.0025,0,1,1,0.995,0.995,1,1,0.995,0.99454,0.03589,0.06,0.00888,0.01832,0.00117,0,0.0140511,0.0046837,0.0140511,0.0046837,0.0140511,0.0046837,0.0140511,0.0046837
539,18133.2,0.14636,0.24619,0.03448,0.07864,0.00251,0,1,1,0.995,0.995,1,1,0.995,0.99466,0.02831,0.06048,0.00851,0.01591,0.001,0,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738
540,18167.5,0.1548,0.19365,0.03178,0.07631,0.00273,0,1,1,0.995,0.995,1,1,0.995,0.99458,0.05026,0.05819,0.00793,0.02191,0.00175,0,0.0139917,0.0046639,0.0139917,0.0046639,0.0139917,0.0046639,0.0139917,0.0046639
541,18201,0.15743,0.1957,0.03128,0.07685,0.00272,0,1,1,0.995,0.995,1,1,0.995,0.99474,0.04827,0.05673,0.00785,0.02222,0.00173,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
542,18235.3,0.14929,0.19669,0.03116,0.07656,0.00251,0,1,1,0.995,0.995,1,1,0.995,0.99474,0.06163,0.05496,0.00816,0.0259,0.00215,0,0.0139323,0.0046441,0.0139323,0.0046441,0.0139323,0.0046441,0.0139323,0.0046441
543,18269.2,0.14668,0.1787,0.02989,0.06886,0.00246,0,1,1,0.995,0.995,1,1,0.995,0.99479,0.05715,0.05561,0.0082,0.02523,0.00205,0,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342
544,18302.5,0.16031,0.20965,0.033,0.07968,0.00263,0,1,1,0.995,0.995,1,1,0.995,0.99472,0.04861,0.05484,0.00795,0.02269,0.00159,0,0.0138729,0.0046243,0.0138729,0.0046243,0.0138729,0.0046243,0.0138729,0.0046243
545,18336.1,0.13939,0.21357,0.03435,0.07032,0.00227,0,1,1,0.995,0.995,1,1,0.995,0.9948,0.0345,0.05266,0.00771,0.01863,0.0011,0,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
546,18369.8,0.15021,0.19045,0.03186,0.07225,0.00261,0,1,1,0.995,0.995,1,1,0.995,0.99482,0.03339,0.05368,0.00746,0.01928,0.00122,0,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
547,18403.8,0.14725,0.1808,0.03262,0.07001,0.0025,0,1,1,0.995,0.995,1,1,0.995,0.99465,0.04166,0.05201,0.00752,0.02057,0.00156,0,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946
548,18437.5,0.14678,0.17498,0.03259,0.07999,0.00251,0,1,1,0.995,0.995,1,1,0.995,0.99482,0.05148,0.05206,0.00706,0.0222,0.00171,0,0.0137541,0.0045847,0.0137541,0.0045847,0.0137541,0.0045847,0.0137541,0.0045847
549,18471.7,0.15239,0.18885,0.03056,0.06744,0.00265,0,1,1,0.995,0.995,1,1,0.995,0.9948,0.04287,0.05144,0.00616,0.02,0.00145,0,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
550,18506,0.14197,0.20108,0.03329,0.0782,0.00249,0,1,1,0.995,0.995,1,1,0.995,0.99492,0.04495,0.05148,0.00613,0.0217,0.0017,0,0.0136947,0.0045649,0.0136947,0.0045649,0.0136947,0.0045649,0.0136947,0.0045649
551,18540.5,0.14113,0.21539,0.03151,0.07739,0.00233,0,1,1,0.995,0.995,1,1,0.995,0.99481,0.03727,0.05156,0.00595,0.01965,0.00141,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
552,18576.6,0.14658,0.18371,0.03219,0.06922,0.00262,0,1,1,0.995,0.995,1,1,0.995,0.99362,0.03941,0.05195,0.00604,0.01997,0.00137,0,0.0136353,0.0045451,0.0136353,0.0045451,0.0136353,0.0045451,0.0136353,0.0045451
553,18610.4,0.15712,0.18664,0.03112,0.07376,0.00271,0,1,1,0.995,0.995,1,1,0.995,0.99352,0.03669,0.05136,0.00597,0.01936,0.00141,0,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
554,18644.6,0.15721,0.20288,0.0315,0.0696,0.00275,0,1,1,0.995,0.995,1,1,0.995,0.99395,0.04553,0.05177,0.00588,0.0216,0.00164,0,0.0135759,0.0045253,0.0135759,0.0045253,0.0135759,0.0045253,0.0135759,0.0045253
555,18678,0.15592,0.18199,0.03083,0.07154,0.00274,0,1,1,0.995,0.995,1,1,0.995,0.99387,0.04508,0.05472,0.00587,0.02207,0.00175,0,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154
556,18711.7,0.1595,0.18839,0.0284,0.07493,0.00275,0,1,1,0.995,0.995,1,1,0.995,0.99395,0.03605,0.05306,0.00569,0.01913,0.00135,0,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
557,18745.3,0.15273,0.17409,0.03197,0.06634,0.0026,0,1,1,0.995,0.995,1,1,0.995,0.99394,0.04641,0.05313,0.00559,0.02231,0.00177,0,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
558,18778.6,0.15026,0.20554,0.03066,0.07379,0.00255,0,1,1,0.995,0.995,1,1,0.995,0.99394,0.04974,0.05279,0.00556,0.02319,0.00191,0,0.0134571,0.0044857,0.0134571,0.0044857,0.0134571,0.0044857,0.0134571,0.0044857
559,18812,0.14061,0.20312,0.02869,0.07065,0.00242,0,1,1,0.995,0.995,1,1,0.995,0.99382,0.04922,0.05388,0.00535,0.02273,0.00186,0,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758
560,18845.6,0.13624,0.19261,0.03187,0.07045,0.00235,0,0.99971,1,0.995,0.995,0.99971,1,0.995,0.99386,0.0511,0.05161,0.00542,0.02293,0.00175,0,0.0133977,0.0044659,0.0133977,0.0044659,0.0133977,0.0044659,0.0133977,0.0044659
561,18879.6,0.14812,0.20586,0.03065,0.07542,0.00247,0,0.99981,1,0.995,0.995,0.99981,1,0.995,0.99379,0.03991,0.05124,0.00568,0.02113,0.0015,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
562,18913.1,0.13539,0.19214,0.03109,0.06708,0.00231,0,1,0.99998,0.995,0.995,1,0.99998,0.995,0.99488,0.03516,0.05206,0.00579,0.01958,0.00129,0,0.0133383,0.0044461,0.0133383,0.0044461,0.0133383,0.0044461,0.0133383,0.0044461
563,18947.1,0.15049,0.17569,0.02972,0.07181,0.00248,0,0.99975,1,0.995,0.995,0.99975,1,0.995,0.9949,0.04093,0.05272,0.00552,0.01996,0.00131,0,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362
564,18980.9,0.13112,0.19987,0.03001,0.05964,0.00226,0,0.99975,1,0.995,0.995,0.99975,1,0.995,0.99495,0.04891,0.05056,0.00527,0.02126,0.00153,0,0.0132789,0.0044263,0.0132789,0.0044263,0.0132789,0.0044263,0.0132789,0.0044263
565,19014.5,0.13841,0.17546,0.03056,0.06947,0.00239,0,1,1,0.995,0.995,1,1,0.995,0.99494,0.04787,0.05037,0.00533,0.02078,0.00165,0,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
