element_id,node_1,node_2,node_3
247779,14228,14063,13808
247780,14228,14497,14063
247781,14497,14327,14063
247782,14497,14816,14327
247783,14816,14649,14327
247784,14816,15155,14649
247785,15155,14998,14649
247786,15155,15538,14998
247787,15538,15378,14998
247788,15538,15930,15378
247789,15930,15773,15378
247790,15930,16347,15773
247791,16347,16193,15773
247792,15269,14704,15078
247793,15269,14895,14704
247794,14895,14368,14704
247795,14895,14558,14368
247796,14558,14076,14368
247797,14558,14265,14076
247798,14265,13792,14076
247799,14265,13982,13792
247800,13982,13537,13792
247801,13982,13737,13537
247802,13737,13321,13537
247803,13737,13524,13321
247804,13524,13127,13321
247805,13524,13357,13127
247806,13357,12963,13127
247807,13357,13215,12963
247808,13215,12839,12963
247809,13215,13097,12839
247810,13097,12778,12839
247811,13097,13025,12778
247812,13025,12723,12778
247813,13025,12990,12723
247814,12990,12711,12723
247815,12990,12998,12711
247816,12998,12739,12711
247817,12998,13043,12739
247818,13043,12796,12739
247819,13043,13123,12796
247820,13123,12886,12796
247821,13123,13258,12886
247822,13258,13019,12886
247823,13258,13397,13019
247824,13397,13201,13019
247825,13397,13583,13201
247826,13583,13395,13201
247827,13583,13808,13395
247828,13808,13628,13395
247829,13808,14063,13628
247830,14063,13887,13628
247831,14063,14327,13887
247832,14327,14181,13887
247833,14327,14649,14181
247834,14649,14494,14181
247835,14649,14998,14494
247836,14998,14845,14494
247837,14998,15378,14845
247838,15378,15220,14845
247839,15378,15773,15220
247840,15773,15632,15220
247841,15773,16193,15632
247842,16193,16053,15632
247843,15078,14527,14894
247844,15078,14704,14527
247845,14704,14197,14527
247846,14704,14368,14197
247847,14368,13884,14197
247848,14368,14076,13884
247849,14076,13598,13884
247850,14076,13792,13598
247851,13792,13349,13598
247852,13792,13537,13349
247853,13537,13103,13349
247854,13537,13321,13103
247855,13321,12898,13103
247856,13321,13127,12898
247857,13127,12751,12898
247858,13127,12963,12751
247859,12963,12637,12751
247860,12963,12839,12637
247861,12839,12538,12637
247862,12839,12778,12538
247863,12778,12477,12538
247864,12778,12723,12477
247865,12723,12445,12477
247866,12723,12711,12445
247867,12711,12456,12445
247868,12711,12739,12456
247869,12739,12498,12456
247870,12739,12796,12498
247871,12796,12585,12498
247872,12796,12886,12585
247873,12886,12673,12585
247874,12886,13019,12673
247875,13019,12809,12673
247876,13019,13201,12809
247877,13201,12988,12809
247878,13201,13395,12988
247879,13395,13220,12988
247880,13395,13628,13220
247881,13628,13452,13220
247882,13628,13887,13452
247883,13887,13725,13452
247884,13887,14181,13725
247885,14181,14022,13725
247886,14181,14494,14022
247887,14494,14336,14022
247888,14494,14845,14336
247889,14845,14690,14336
247890,14845,15220,14690
247891,15220,15075,14690
247892,15220,15632,15075
247893,15632,15489,15075
247894,15632,16053,15489
247895,16053,15913,15489
247896,14894,14346,14713
247897,14894,14527,14346
247898,14527,14017,14346
247899,14527,14197,14017
247900,14197,13694,14017
247901,14197,13884,13694
247902,13884,13404,13694
247903,13884,13598,13404
247904,13598,13140,13404
247905,13598,13349,13140
247906,13349,12893,13140
247907,13349,13103,12893
247908,13103,12701,12893
247909,13103,12898,12701
247910,12898,12547,12701
247911,12898,12751,12547
247912,12751,12396,12547
247913,12751,12637,12396
247914,12637,12289,12396
247915,12637,12538,12289
247916,12538,12218,12289
247917,12538,12477,12218
247918,12477,12188,12218
247919,12477,12445,12188
247920,12445,12180,12188
247921,12445,12456,12180
247922,12456,12198,12180
247923,12456,12498,12198
247924,12498,12252,12198
247925,12498,12585,12252
247926,12585,12348,12252
247927,12585,12673,12348
247928,12673,12478,12348
247929,12673,12809,12478
247930,12809,12639,12478
247931,12809,12988,12639
247932,12988,12805,12639
247933,12988,13220,12805
247934,13220,13028,12805
247935,13220,13452,13028
247936,13452,13285,13028
247937,13452,13725,13285
247938,13725,13565,13285
247939,13725,14022,13565
247940,14022,13865,13565
247941,14022,14336,13865
247942,14336,14203,13865
247943,14336,14690,14203
247944,14690,14548,14203
247945,14690,15075,14548
247946,15075,14938,14548
247947,15075,15489,14938
247948,15489,15346,14938
247949,15489,15913,15346
247950,15913,15768,15346
247951,14713,14186,14545
247952,14713,14346,14186
247953,14346,13837,14186
247954,14346,14017,13837
247955,14017,13507,13837
247956,14017,13694,13507
247957,13694,13235,13507
247958,13694,13404,13235
247959,13404,12935,13235
247960,13404,13140,12935
247961,13140,12707,12935
247962,13140,12893,12707
247963,12893,12511,12707
247964,12893,12701,12511
247965,12701,12322,12511
247966,12701,12547,12322
247967,12547,12189,12322
247968,12547,12396,12189
247969,12396,12065,12189
247970,12396,12289,12065
247971,12289,11961,12065
247972,12289,12218,11961
247973,12218,11903,11961
247974,12218,12188,11903
247975,12188,11875,11903
247976,12188,12180,11875
247977,12180,11891,11875
247978,12180,12198,11891
247979,12198,11940,11891
247980,12198,12252,11940
247981,12252,12026,11940
247982,12252,12348,12026
247983,12348,12148,12026
247984,12348,12478,12148
247985,12478,12265,12148
247986,12478,12639,12265
247987,12639,12440,12265
247988,12639,12805,12440
247989,12805,12643,12440
247990,12805,13028,12643
247991,13028,12844,12643
247992,13028,13285,12844
247993,13285,13118,12844
247994,13285,13565,13118
247995,13565,13405,13118
247996,13565,13865,13405
247997,13865,13720,13405
247998,13865,14203,13720
247999,14203,14062,13720
248000,14203,14548,14062
248001,14548,14410,14062
248002,14548,14938,14410
248003,14938,14788,14410
248004,14938,15346,14788
248005,15346,15202,14788
248006,15346,15768,15202
248007,15768,15641,15202
248008,14545,14013,14369
248009,14545,14186,14013
248010,14186,13663,14013
248011,14186,13837,13663
248012,13837,13352,13663
248013,13837,13507,13352
248014,13507,13035,13352
248015,13507,13235,13035
248016,13235,12767,13035
248017,13235,12935,12767
248018,12935,12534,12767
248019,12935,12707,12534
248020,12707,12307,12534
248021,12707,12511,12307
248022,12511,12131,12307
248023,12511,12322,12131
248024,12322,11945,12131
248025,12322,12189,11945
248026,12189,11811,11945
248027,12189,12065,11811
248028,12065,11722,11811
248029,12065,11961,11722
248030,11961,11654,11722
248031,11961,11903,11654
248032,11903,11617,11654
248033,11903,11875,11617
248034,11875,11610,11617
248035,11875,11891,11610
248036,11891,11638,11610
248037,11891,11940,11638
248038,11940,11698,11638
248039,11940,12026,11698
248040,12026,11775,11698
248041,12026,12148,11775
248042,12148,11914,11775
248043,12148,12265,11914
248044,12265,12086,11914
248045,12265,12440,12086
248046,12440,12253,12086
248047,12440,12643,12253
248048,12643,12469,12253
248049,12643,12844,12469
248050,12844,12691,12469
248051,12844,13118,12691
248052,13118,12948,12691
248053,13118,13405,12948
248054,13405,13267,12948
248055,13405,13720,13267
248056,13720,13573,13267
248057,13720,14062,13573
248058,14062,13913,13573
248059,14062,14410,13913
248060,14410,14278,13913
248061,14410,14788,14278
248062,14788,14656,14278
248063,14788,15202,14656
248064,15202,15072,14656
248065,15202,15641,15072
248066,15641,15510,15072
248067,14369,13841,14221
248068,14369,14013,13841
248069,14013,13491,13841
248070,14013,13663,13491
248071,13663,13172,13491
248072,13663,13352,13172
248073,13352,12847,13172
248074,13352,13035,12847
248075,13035,12608,12847
248076,13035,12767,12608
248077,12767,12341,12608
248078,12767,12534,12341
248079,12534,12125,12341
248080,12534,12307,12125
248081,12307,11907,12125
248082,12307,12131,11907
248083,12131,11735,11907
248084,12131,11945,11735
248085,11945,11598,11735
248086,11945,11811,11598
248087,11811,11478,11598
248088,11811,11722,11478
248089,11722,11391,11478
248090,11722,11654,11391
248091,11654,11351,11391
248092,11654,11617,11351
248093,11617,11334,11351
248094,11617,11610,11334
248095,11610,11346,11334
248096,11610,11638,11346
248097,11638,11383,11346
248098,11638,11698,11383
248099,11698,11463,11383
248100,11698,11775,11463
248101,11775,11577,11463
248102,11775,11914,11577
248103,11914,11709,11577
248104,11914,12086,11709
248105,12086,11865,11709
248106,12086,12253,11865
248107,12253,12091,11865
248108,12253,12469,12091
248109,12469,12291,12091
248110,12469,12691,12291
248111,12691,12557,12291
248112,12691,12948,12557
248113,12948,12803,12557
248114,12948,13267,12803
248115,13267,13102,12803
248116,13267,13573,13102
248117,13573,13434,13102
248118,13573,13913,13434
248119,13913,13777,13434
248120,13913,14278,13777
248121,14278,14153,13777
248122,14278,14656,14153
248123,14656,14520,14153
248124,14656,15072,14520
248125,15072,14943,14520
248126,15072,15510,14943
248127,15510,15373,14943
248128,14221,13681,14058
248129,14221,13841,13681
248130,13841,13331,13681
248131,13841,13491,13331
248132,13491,12983,13331
248133,13491,13172,12983
248134,13172,12686,12983
248135,13172,12847,12686
248136,12847,12410,12686
248137,12847,12608,12410
248138,12608,12169,12410
248139,12608,12341,12169
248140,12341,11920,12169
248141,12341,12125,11920
248142,12125,11708,11920
248143,12125,11907,11708
248144,11907,11528,11708
248145,11907,11735,11528
248146,11735,11370,11528
248147,11735,11598,11370
248148,11598,11259,11370
248149,11598,11478,11259
248150,11478,11170,11259
248151,11478,11391,11170
248152,11391,11105,11170
248153,11391,11351,11105
248154,11351,11071,11105
248155,11351,11334,11071
248156,11334,11070,11071
248157,11334,11346,11070
248158,11346,11100,11070
248159,11346,11383,11100
248160,11383,11162,11100
248161,11383,11463,11162
248162,11463,11249,11162
248163,11463,11577,11249
248164,11577,11360,11249
248165,11577,11709,11360
248166,11709,11514,11360
248167,11709,11865,11514
248168,11865,11691,11514
248169,11865,12091,11691
248170,12091,11895,11691
248171,12091,12291,11895
248172,12291,12152,11895
248173,12291,12557,12152
248174,12557,12388,12152
248175,12557,12803,12388
248176,12803,12666,12388
248177,12803,13102,12666
248178,13102,12957,12666
248179,13102,13434,12957
248180,13434,13304,12957
248181,13434,13777,13304
248182,13777,13648,13304
248183,13777,14153,13648
248184,14153,14018,13648
248185,14153,14520,14018
248186,14520,14401,14018
248187,14520,14943,14401
248188,14943,14815,14401
248189,14943,15373,14815
248190,15373,15242,14815
248191,14058,13508,13889
248192,14058,13681,13508
248193,13681,13164,13508
248194,13681,13331,13164
248195,13331,12820,13164
248196,13331,12983,12820
248197,12983,12535,12820
248198,12983,12686,12535
248199,12686,12235,12535
248200,12686,12410,12235
248201,12410,11970,12235
248202,12410,12169,11970
248203,12169,11730,11970
248204,12169,11920,11730
248205,11920,11512,11730
248206,11920,11708,11512
248207,11708,11327,11512
248208,11708,11528,11327
248209,11528,11172,11327
248210,11528,11370,11172
248211,11370,11038,11172
248212,11370,11259,11038
248213,11259,10929,11038
248214,11259,11170,10929
248215,11170,10864,10929
248216,11170,11105,10864
248217,11105,10821,10864
248218,11105,11071,10821
248219,11071,10811,10821
248220,11071,11070,10811
248221,11070,10822,10811
248222,11070,11100,10822
248223,11100,10865,10822
248224,11100,11162,10865
248225,11162,10930,10865
248226,11162,11249,10930
248227,11249,11039,10930
248228,11249,11360,11039
248229,11360,11173,11039
248230,11360,11514,11173
248231,11514,11328,11173
248232,11514,11691,11328
248233,11691,11513,11328
248234,11691,11895,11513
248235,11895,11731,11513
248236,11895,12152,11731
248237,12152,11971,11731
248238,12152,12388,11971
248239,12388,12236,11971
248240,12388,12666,12236
248241,12666,12536,12236
248242,12666,12957,12536
248243,12957,12821,12536
248244,12957,13304,12821
248245,13304,13165,12821
248246,13304,13648,13165
248247,13648,13509,13165
248248,13648,14018,13509
248249,14018,13890,13509
248250,14018,14401,13890
248251,14401,14283,13890
248252,14401,14815,14283
248253,14815,14684,14283
248254,14815,15242,14684
248255,15242,15125,14684
248256,13889,13366,13732
248257,13889,13508,13366
248258,13508,12996,13366
248259,13508,13164,12996
248260,13164,12668,12996
248261,13164,12820,12668
248262,12820,12361,12668
248263,12820,12535,12361
248264,12535,12084,12361
248265,12535,12235,12084
248266,12235,11780,12084
248267,12235,11970,11780
248268,11970,11544,11780
248269,11970,11730,11544
248270,11730,11324,11544
248271,11730,11512,11324
248272,11512,11135,11324
248273,11512,11327,11135
248274,11327,10951,11135
248275,11327,11172,10951
248276,11172,10830,10951
248277,11172,11038,10830
248278,11038,10718,10830
248279,11038,10929,10718
248280,10929,10627,10718
248281,10929,10864,10627
248282,10864,10557,10627
248283,10864,10821,10557
248284,10821,10530,10557
248285,10821,10811,10530
248286,10811,10532,10530
248287,10811,10822,10532
248288,10822,10563,10532
248289,10822,10865,10563
248290,10865,10637,10563
248291,10865,10930,10637
248292,10930,10728,10637
248293,10930,11039,10728
248294,11039,10844,10728
248295,11039,11173,10844
248296,11173,10963,10844
248297,11173,11328,10963
248298,11328,11150,10963
248299,11328,11513,11150
248300,11513,11340,11150
248301,11513,11731,11340
248302,11731,11568,11340
248303,11731,11971,11568
248304,11971,11804,11568
248305,11971,12236,11804
248306,12236,12108,11804
248307,12236,12536,12108
248308,12536,12387,12108
248309,12536,12821,12387
248310,12821,12693,12387
248311,12821,13165,12693
248312,13165,13031,12693
248313,13165,13509,13031
248314,13509,13394,13031
248315,13509,13890,13394
248316,13890,13769,13394
248317,13890,14283,13769
248318,14283,14169,13769
248319,14283,14684,14169
248320,14684,14568,14169
248321,14684,15125,14568
248322,15125,15004,14568
248323,13732,13211,13582
248324,13732,13366,13211
248325,13366,12830,13211
