element_id,node_1,node_2,node_3
252840,3282,3084,3239
252841,3282,3146,3084
252842,3146,2956,3084
252843,3146,3012,2956
252844,3012,2819,2956
252845,3012,2906,2819
252846,2906,2712,2819
252847,2906,2789,2712
252848,2789,2628,2712
252849,2789,2701,2628
252850,2701,2550,2628
252851,2701,2638,2550
252852,2638,2490,2550
252853,2638,2579,2490
252854,2579,2441,2490
252855,2579,2540,2441
252856,2540,2415,2441
252857,2540,2523,2415
252858,2523,2396,2415
252859,2523,2511,2396
252860,2511,2394,2396
252861,2511,2520,2394
252862,2520,2412,2394
252863,2520,2537,2412
252864,2537,2440,2412
252865,2537,2570,2440
252866,2570,2480,2440
252867,2570,2625,2480
252868,2625,2543,2480
252869,2625,2694,2543
252870,2694,2618,2543
252871,2694,2767,2618
252872,2767,2703,2618
252873,2767,2872,2703
252874,2872,2811,2703
252875,2872,2997,2811
252876,2997,2940,2811
252877,2997,3120,2940
252878,3120,3066,2940
252879,3120,3265,3066
252880,3265,3223,3066
252881,3265,3417,3223
252882,3417,3386,3223
252883,3417,3591,3386
252884,3591,3562,3386
252885,3591,3767,3562
252886,3767,3745,3562
252887,3767,3965,3745
252888,3965,3951,3745
252889,3965,4170,3951
252890,4170,4158,3951
252891,4170,4403,4158
252892,4403,4394,4158
252893,4403,4656,4394
252894,4656,4650,4394
252895,4656,4891,4650
252896,4891,4892,4650
252897,4891,5145,4892
252898,5145,5154,4892
252899,5145,5428,5154
252900,5428,5436,5154
252901,5428,5711,5436
252902,5711,5725,5436
252903,5711,6018,5725
252904,6018,6031,5725
252905,6018,6323,6031
252906,6323,6347,6031
252907,6323,6652,6347
252908,6652,6670,6347
252909,6652,6971,6670
252910,6971,6997,6670
252911,6971,7301,6997
252912,7301,7324,6997
252913,7301,7667,7324
252914,7667,7682,7324
252915,7667,8007,7682
252916,8007,8031,7682
252917,8007,8387,8031
252918,8387,8414,8031
252919,8387,8762,8414
252920,8762,8788,8414
252921,8762,9150,8788
252922,9150,9180,8788
252923,9150,9542,9180
252924,9542,9577,9180
252925,9542,9946,9577
252926,9946,9980,9577
252927,9946,10347,9980
252928,10347,10376,9980
252929,10347,10751,10376
252930,10751,10789,10376
252931,10751,11164,10789
252932,11164,11200,10789
252933,11164,11587,11200
252934,11587,11627,11200
252935,11587,12031,11627
252936,12031,12070,11627
252937,12031,12458,12070
252938,12458,12496,12070
252939,12458,12876,12496
252940,12876,12910,12496
252941,12876,13338,12910
252942,13338,13374,12910
252943,10406,10018,10411
252944,10406,10011,10018
252945,10011,9616,10018
252946,10011,9608,9616
252947,9608,9215,9616
252948,9608,9209,9215
252949,9209,8830,9215
252950,9209,8825,8830
252951,8825,8454,8830
252952,8825,8448,8454
252953,8448,8071,8454
252954,8448,8068,8071
252955,8068,7720,8071
252956,8068,7718,7720
252957,7718,7356,7720
252958,7718,7358,7356
252959,7358,7023,7356
252960,7358,7027,7023
252961,7027,6701,7023
252962,7027,6709,6701
252963,6709,6371,6701
252964,6709,6381,6371
252965,6381,6054,6371
252966,6381,6066,6054
252967,6066,5748,6054
252968,6066,5756,5748
252969,5756,5454,5748
252970,5756,5461,5454
252971,5461,5164,5454
252972,5461,5182,5164
252973,5182,4896,5164
252974,5182,4913,4896
252975,4913,4654,4896
252976,4913,4674,4654
252977,4674,4389,4654
252978,4674,4415,4389
252979,4415,4150,4389
252980,4415,4177,4150
252981,4177,3935,4150
252982,4177,3966,3935
252983,3966,3727,3935
252984,3966,3758,3727
252985,3758,3541,3727
252986,3758,3581,3541
252987,3581,3358,3541
252988,3581,3396,3358
252989,3396,3193,3358
252990,3396,3239,3193
252991,3239,3037,3193
252992,3239,3084,3037
252993,3084,2896,3037
252994,3084,2956,2896
252995,2956,2750,2896
252996,2956,2819,2750
252997,2819,2652,2750
252998,2819,2712,2652
252999,2712,2553,2652
253000,2712,2628,2553
253001,2628,2469,2553
253002,2628,2550,2469
253003,2550,2404,2469
253004,2550,2490,2404
253005,2490,2352,2404
253006,2490,2441,2352
253007,2441,2313,2352
253008,2441,2415,2313
253009,2415,2295,2313
253010,2415,2396,2295
253011,2396,2281,2295
253012,2396,2394,2281
253013,2394,2296,2281
253014,2394,2412,2296
253015,2412,2312,2296
253016,2412,2440,2312
253017,2440,2351,2312
253018,2440,2480,2351
253019,2480,2405,2351
253020,2480,2543,2405
253021,2543,2470,2405
253022,2543,2618,2470
253023,2618,2552,2470
253024,2618,2703,2552
253025,2703,2653,2552
253026,2703,2811,2653
253027,2811,2751,2653
253028,2811,2940,2751
253029,2940,2895,2751
253030,2940,3066,2895
253031,3066,3036,2895
253032,3066,3223,3036
253033,3223,3194,3036
253034,3223,3386,3194
253035,3386,3357,3194
253036,3386,3562,3357
253037,3562,3540,3357
253038,3562,3745,3540
253039,3745,3728,3540
253040,3745,3951,3728
253041,3951,3936,3728
253042,3951,4158,3936
253043,4158,4149,3936
253044,4158,4394,4149
253045,4394,4390,4149
253046,4394,4650,4390
253047,4650,4655,4390
253048,4650,4892,4655
253049,4892,4895,4655
253050,4892,5154,4895
253051,5154,5163,4895
253052,5154,5436,5163
253053,5436,5455,5163
253054,5436,5725,5455
253055,5725,5747,5455
253056,5725,6031,5747
253057,6031,6053,5747
253058,6031,6347,6053
253059,6347,6372,6053
253060,6347,6670,6372
253061,6670,6702,6372
253062,6670,6997,6702
253063,6997,7022,6702
253064,6997,7324,7022
253065,7324,7357,7022
253066,7324,7682,7357
253067,7682,7721,7357
253068,7682,8031,7721
253069,8031,8070,7721
253070,8031,8414,8070
253071,8414,8453,8070
253072,8414,8788,8453
253073,8788,8831,8453
253074,8788,9180,8831
253075,9180,9214,8831
253076,9180,9577,9214
253077,9577,9615,9214
253078,9577,9980,9615
253079,9980,10017,9615
253080,9980,10376,10017
253081,10376,10410,10017
253082,10376,10789,10410
253083,10789,10827,10410
253084,10789,11200,10827
253085,11200,11242,10827
253086,11200,11627,11242
253087,11627,11669,11242
253088,11627,12070,11669
253089,12070,12115,11669
253090,12070,12496,12115
253091,12496,12543,12115
253092,12496,12910,12543
253093,12910,12952,12543
253094,12910,13374,12952
253095,13374,13410,12952
253096,10411,10025,10421
253097,10411,10018,10025
253098,10018,9624,10025
253099,10018,9616,9624
253100,9616,9228,9624
253101,9616,9215,9228
253102,9215,8837,9228
253103,9215,8830,8837
253104,8830,8462,8837
253105,8830,8454,8462
253106,8454,8078,8462
253107,8454,8071,8078
253108,8071,7727,8078
253109,8071,7720,7727
253110,7720,7362,7727
253111,7720,7356,7362
253112,7356,7028,7362
253113,7356,7023,7028
253114,7023,6704,7028
253115,7023,6701,6704
253116,6701,6370,6704
253117,6701,6371,6370
253118,6371,6049,6370
253119,6371,6054,6049
253120,6054,5743,6049
253121,6054,5748,5743
253122,5748,5443,5743
253123,5748,5454,5443
253124,5454,5155,5443
253125,5454,5164,5155
253126,5164,4883,5155
253127,5164,4896,4883
253128,4896,4636,4883
253129,4896,4654,4636
253130,4654,4368,4636
253131,4654,4389,4368
253132,4389,4128,4368
253133,4389,4150,4128
253134,4150,3910,4128
253135,4150,3935,3910
253136,3935,3699,3910
253137,3935,3727,3699
253138,3727,3503,3699
253139,3727,3541,3503
253140,3541,3325,3503
253141,3541,3358,3325
253142,3358,3153,3325
253143,3358,3193,3153
253144,3193,2993,3153
253145,3193,3037,2993
253146,3037,2835,2993
253147,3037,2896,2835
253148,2896,2700,2835
253149,2896,2750,2700
253150,2750,2585,2700
253151,2750,2652,2585
253152,2652,2483,2585
253153,2652,2553,2483
253154,2553,2400,2483
253155,2553,2469,2400
253156,2469,2325,2400
253157,2469,2404,2325
253158,2404,2263,2325
253159,2404,2352,2263
253160,2352,2225,2263
253161,2352,2313,2225
253162,2313,2192,2225
253163,2313,2295,2192
253164,2295,2175,2192
253165,2295,2281,2175
253166,2281,2176,2175
253167,2281,2296,2176
253168,2296,2195,2176
253169,2296,2312,2195
253170,2312,2227,2195
253171,2312,2351,2227
253172,2351,2267,2227
253173,2351,2405,2267
253174,2405,2332,2267
253175,2405,2470,2332
253176,2470,2406,2332
253177,2470,2552,2406
253178,2552,2496,2406
253179,2552,2653,2496
253180,2653,2591,2496
253181,2653,2751,2591
253182,2751,2711,2591
253183,2751,2895,2711
253184,2895,2842,2711
253185,2895,3036,2842
253186,3036,3004,2842
253187,3036,3194,3004
253188,3194,3170,3004
253189,3194,3357,3170
253190,3357,3338,3170
253191,3357,3540,3338
253192,3540,3522,3338
253193,3540,3728,3522
253194,3728,3715,3522
253195,3728,3936,3715
253196,3936,3930,3715
253197,3936,4149,3930
253198,4149,4147,3930
253199,4149,4390,4147
253200,4390,4398,4147
253201,4390,4655,4398
253202,4655,4662,4398
253203,4655,4895,4662
253204,4895,4911,4662
253205,4895,5163,4911
253206,5163,5185,4911
253207,5163,5455,5185
253208,5455,5473,5185
253209,5455,5747,5473
253210,5747,5772,5473
253211,5747,6053,5772
253212,6053,6090,5772
253213,6053,6372,6090
253214,6372,6409,6090
253215,6372,6702,6409
253216,6702,6731,6409
253217,6702,7022,6731
253218,7022,7058,6731
253219,7022,7357,7058
253220,7357,7407,7058
253221,7357,7721,7407
253222,7721,7761,7407
253223,7721,8070,7761
253224,8070,8119,7761
253225,8070,8453,8119
253226,8453,8494,8119
253227,8453,8831,8494
253228,8831,8875,8494
253229,8831,9214,8875
253230,9214,9258,8875
253231,9214,9615,9258
253232,9615,9666,9258
253233,9615,10017,9666
253234,10017,10062,9666
253235,10017,10410,10062
253236,10410,10456,10062
253237,10410,10827,10456
253238,10827,10868,10456
253239,10827,11242,10868
253240,11242,11290,10868
253241,11242,11669,11290
253242,11669,11710,11290
253243,11669,12115,11710
253244,12115,12164,11710
253245,12115,12543,12164
253246,12543,12596,12164
253247,12543,12952,12596
253248,12952,13004,12596
253249,12952,13410,13004
253250,13410,13462,13004
253251,10421,10036,10432
253252,10421,10025,10036
253253,10025,9638,10036
253254,10025,9624,9638
253255,9624,9242,9638
253256,9624,9228,9242
253257,9228,8849,9242
253258,9228,8837,8849
253259,8837,8472,8849
253260,8837,8462,8472
253261,8462,8092,8472
253262,8462,8078,8092
253263,8078,7738,8092
253264,8078,7727,7738
253265,7727,7374,7738
253266,7727,7362,7374
253267,7362,7037,7374
253268,7362,7028,7037
253269,7028,6710,7037
253270,7028,6704,6710
253271,6704,6379,6710
253272,6704,6370,6379
253273,6370,6051,6379
253274,6370,6049,6051
253275,6049,5744,6051
253276,6049,5743,5744
253277,5743,5440,5744
253278,5743,5443,5440
253279,5443,5149,5440
253280,5443,5155,5149
253281,5155,4875,5149
253282,5155,4883,4875
253283,4883,4630,4875
253284,4883,4636,4630
253285,4636,4351,4630
253286,4636,4368,4351
253287,4368,4113,4351
253288,4368,4128,4113
253289,4128,3892,4113
253290,4128,3910,3892
253291,3910,3682,3892
253292,3910,3699,3682
253293,3699,3484,3682
253294,3699,3503,3484
253295,3503,3281,3484
253296,3503,3325,3281
253297,3325,3113,3281
253298,3325,3153,3113
253299,3153,2954,3113
253300,3153,2993,2954
253301,2993,2788,2954
253302,2993,2835,2788
253303,2835,2658,2788
253304,2835,2700,2658
253305,2700,2535,2658
253306,2700,2585,2535
253307,2585,2425,2535
253308,2585,2483,2425
253309,2483,2333,2425
253310,2483,2400,2333
253311,2400,2251,2333
253312,2400,2325,2251
253313,2325,2185,2251
253314,2325,2263,2185
253315,2263,2133,2185
253316,2263,2225,2133
253317,2225,2095,2133
253318,2225,2192,2095
253319,2192,2076,2095
253320,2192,2175,2076
253321,2175,2070,2076
253322,2175,2176,2070
253323,2176,2080,2070
253324,2176,2195,2080
253325,2195,2099,2080
253326,2195,2227,2099
253327,2227,2139,2099
253328,2227,2267,2139
253329,2267,2199,2139
253330,2267,2332,2199
253331,2332,2264,2199
253332,2332,2406,2264
253333,2406,2348,2264
253334,2406,2496,2348
253335,2496,2443,2348
253336,2496,2591,2443
253337,2591,2557,2443
253338,2591,2711,2557
253339,2711,2678,2557
253340,2711,2842,2678
253341,2842,2814,2678
253342,2842,3004,2814
253343,3004,2978,2814
253344,3004,3170,2978
253345,3170,3145,2978
253346,3170,3338,3145
253347,3338,3329,3145
253348,3338,3522,3329
253349,3522,3513,3329
253350,3522,3715,3513
253351,3715,3711,3513
253352,3715,3930,3711
253353,3930,3932,3711
253354,3930,4147,3932
253355,4147,4157,3932
253356,4147,4398,4157
253357,4398,4407,4157
253358,4398,4662,4407
253359,4662,4678,4407
253360,4662,4911,4678
253361,4911,4930,4678
253362,4911,5185,4930
253363,5185,5204,4930
253364,5185,5473,5204
253365,5473,5498,5204
253366,5473,5772,5498
253367,5772,5799,5498
253368,5772,6090,5799
253369,6090,6114,5799
253370,6090,6409,6114
253371,6409,6432,6114
253372,6409,6731,6432
253373,6731,6771,6432
253374,6731,7058,6771
253375,7058,7104,6771
253376,7058,7407,7104
253377,7407,7442,7104
253378,7407,7761,7442
253379,7761,7798,7442
253380,7761,8119,7798
253381,8119,8158,7798
253382,8119,8494,8158
253383,8494,8533,8158
253384,8494,8875,8533
253385,8875,8919,8533
253386,8875,9258,8919
253387,9258,9317,8919
253388,9258,9666,9317
253389,9666,9717,9317
253390,9666,10062,9717
253391,10062,10113,9717
253392,10062,10456,10113
253393,10456,10497,10113
253394,10456,10868,10497
253395,10868,10914,10497
253396,10868,11290,10914
253397,11290,11332,10914
253398,11290,11710,11332
253399,11710,11756,11332
253400,11710,12164,11756
253401,12164,12202,11756
253402,12164,12596,12202
253403,12596,12640,12202
253404,12596,13004,12640
253405,13004,13053,12640
253406,13004,13462,13053
253407,13462,13497,13053
253408,10432,10051,10446
253409,10432,10036,10051
253410,10036,9657,10051
253411,10036,9638,9657
253412,9638,9251,9657
253413,9638,9242,9251
253414,9242,8869,9251
253415,9242,8849,8869
253416,8849,8487,8869
253417,8849,8472,8487
253418,8472,8113,8487
253419,8472,8092,8113
253420,8092,7751,8113
253421,8092,7738,7751
253422,7738,7386,7751
253423,7738,7374,7386
253424,7374,7049,7386
253425,7374,7037,7049
253426,7037,6717,7049
253427,7037,6710,6717
253428,6710,6390,6717
253429,6710,6379,6390
253430,6379,6063,6390
253431,6379,6051,6063
253432,6051,5750,6063
253433,6051,5744,5750
253434,5744,5444,5750
253435,5744,5440,5444
253436,5440,5150,5444
253437,5440,5149,5150
253438,5149,4873,5150
253439,5149,4875,4873
253440,4875,4626,4873
253441,4875,4630,4626
253442,4630,4344,4626
253443,4630,4351,4344
253444,4351,4104,4344
253445,4351,4113,4104
253446,4113,3881,4104
253447,4113,3892,3881
253448,3892,3664,3881
253449,3892,3682,3664
253450,3682,3457,3664
253451,3682,3484,3457
253452,3484,3267,3457
253453,3484,3281,3267
253454,3281,3078,3267
253455,3281,3113,3078
253456,3113,2918,3078
253457,3113,2954,2918
253458,2954,2741,2918
253459,2954,2788,2741
253460,2788,2611,2741
253461,2788,2658,2611
253462,2658,2481,2611
253463,2658,2535,2481
253464,2535,2375,2481
253465,2535,2425,2375
253466,2425,2270,2375
253467,2425,2333,2270
253468,2333,2184,2270
253469,2333,2251,2184
253470,2251,2106,2184
253471,2251,2185,2106
253472,2185,2055,2106
253473,2185,2133,2055
253474,2133,2013,2055
253475,2133,2095,2013
253476,2095,1986,2013
253477,2095,2076,1986
253478,2076,1973,1986
253479,2076,2070,1973
253480,2070,1976,1973
253481,2070,2080,1976
253482,2080,1996,1976
253483,2080,2099,1996
253484,2099,2021,1996
253485,2099,2139,2021
253486,2139,2068,2021
253487,2139,2199,2068
253488,2199,2129,2068
253489,2199,2264,2129
253490,2264,2208,2129
253491,2264,2348,2208
253492,2348,2301,2208
253493,2348,2443,2301
253494,2443,2403,2301
253495,2443,2557,2403
253496,2557,2524,2403
253497,2557,2678,2524
253498,2678,2651,2524
253499,2678,2814,2651
253500,2814,2795,2651
253501,2814,2978,2795
253502,2978,2964,2795
253503,2978,3145,2964
253504,3145,3132,2964
253505,3145,3329,3132
253506,3329,3317,3132
253507,3329,3513,3317
253508,3513,3509,3317
253509,3513,3711,3509
253510,3711,3713,3509
253511,3711,3932,3713
253512,3932,3938,3713
253513,3932,4157,3938
253514,4157,4168,3938
253515,4157,4407,4168
253516,4407,4426,4168
253517,4407,4678,4426
253518,4678,4698,4426
253519,4678,4930,4698
253520,4930,4959,4698
253521,4930,5204,4959
253522,5204,5234,4959
253523,5204,5498,5234
253524,5498,5530,5234
253525,5498,5799,5530
253526,5799,5828,5530
253527,5799,6114,5828
253528,6114,6138,5828
253529,6114,6432,6138
253530,6432,6462,6138
253531,6432,6771,6462
253532,6771,6805,6462
253533,6771,7104,6805
253534,7104,7148,6805
253535,7104,7442,7148
253536,7442,7490,7148
253537,7442,7798,7490
253538,7798,7843,7490
253539,7798,8158,7843
253540,8158,8207,7843
253541,8158,8533,8207
253542,8533,8581,8207
253543,8533,8919,8581
253544,8919,8967,8581
253545,8919,9317,8967
253546,9317,9365,8967
253547,9317,9717,9365
253548,9717,9763,9365
253549,9717,10113,9763
253550,10113,10166,9763
253551,10113,10497,10166
253552,10497,10541,10166
253553,10497,10914,10541
253554,10914,10956,10541
253555,10914,11332,10956
253556,11332,11377,10956
253557,11332,11756,11377
253558,11756,11802,11377
253559,11756,12202,11802
253560,12202,12250,11802
253561,12202,12640,12250
253562,12640,12672,12250
253563,12640,13053,12672
253564,13053,13109,12672
253565,13053,13497,13109
253566,13497,13563,13109
253567,10446,10074,10467
253568,10446,10051,10074
253569,10051,9674,10074
253570,10051,9657,9674
253571,9657,9275,9674
253572,9657,9251,9275
253573,9251,8885,9275
253574,9251,8869,8885
253575,8869,8501,8885
253576,8869,8487,8501
253577,8487,8125,8501
253578,8487,8113,8125
253579,8113,7772,8125
253580,8113,7751,7772
253581,7751,7411,7772
253582,7751,7386,7411
253583,7386,7062,7411
253584,7386,7049,7062
253585,7049,6730,7062
253586,7049,6717,6730
253587,6717,6407,6730
253588,6717,6390,6407
253589,6390,6077,6407
253590,6390,6063,6077
253591,6063,5760,6077
253592,6063,5750,5760
253593,5750,5456,5760
253594,5750,5444,5456
253595,5444,5158,5456
253596,5444,5150,5158
253597,5150,4877,5158
253598,5150,4873,4877
253599,4873,4627,4877
253600,4873,4626,4627
253601,4626,4342,4627
253602,4626,4344,4342
253603,4344,4099,4342
253604,4344,4104,4099
253605,4104,3871,4099
253606,4104,3881,3871
253607,3881,3654,3871
253608,3881,3664,3654
253609,3664,3439,3654
253610,3664,3457,3439
253611,3457,3248,3439
253612,3457,3267,3248
253613,3267,3056,3248
253614,3267,3078,3056
253615,3078,2880,3056
253616,3078,2918,2880
253617,2918,2715,2880
253618,2918,2741,2715
253619,2741,2572,2715
253620,2741,2611,2572
253621,2611,2442,2572
253622,2611,2481,2442
253623,2481,2326,2442
253624,2481,2375,2326
253625,2375,2220,2326
253626,2375,2270,2220
253627,2270,2124,2220
253628,2270,2184,2124
253629,2184,2051,2124
253630,2184,2106,2051
253631,2106,1984,2051
253632,2106,2055,1984
253633,2055,1936,1984
253634,2055,2013,1936
253635,2013,1893,1936
253636,2013,1986,1893
253637,1986,1873,1893
253638,1986,1973,1873
253639,1973,1869,1873
253640,1973,1976,1869
253641,1976,1877,1869
253642,1976,1996,1877
253643,1996,1906,1877
253644,1996,2021,1906
253645,2021,1948,1906
253646,2021,2068,1948
253647,2068,2008,1948
253648,2068,2129,2008
253649,2129,2073,2008
253650,2129,2208,2073
253651,2208,2157,2073
253652,2208,2301,2157
253653,2301,2253,2157
253654,2301,2403,2253
253655,2403,2371,2253
253656,2403,2524,2371
253657,2524,2491,2371
253658,2524,2651,2491
253659,2651,2627,2491
253660,2651,2795,2627
253661,2795,2773,2627
253662,2795,2964,2773
253663,2964,2952,2773
253664,2964,3132,2952
253665,3132,3126,2952
253666,3132,3317,3126
253667,3317,3314,3126
253668,3317,3509,3314
253669,3509,3519,3314
253670,3509,3713,3519
253671,3713,3724,3519
253672,3713,3938,3724
253673,3938,3956,3724
253674,3938,4168,3956
253675,4168,4189,3956
253676,4168,4426,4189
253677,4426,4443,4189
253678,4426,4698,4443
253679,4698,4718,4443
253680,4698,4959,4718
253681,4959,4987,4718
253682,4959,5234,4987
253683,5234,5264,4987
253684,5234,5530,5264
253685,5530,5559,5264
253686,5530,5828,5559
253687,5828,5857,5559
253688,5828,6138,5857
253689,6138,6178,5857
253690,6138,6462,6178
253691,6462,6508,6178
253692,6462,6805,6508
253693,6805,6841,6508
253694,6805,7148,6841
253695,7148,7188,6841
253696,7148,7490,7188
253697,7490,7540,7188
253698,7490,7843,7540
253699,7843,7889,7540
253700,7843,8207,7889
253701,8207,8252,7889
253702,8207,8581,8252
253703,8581,8633,8252
253704,8581,8967,8633
253705,8967,9022,8633
253706,8967,9365,9022
253707,9365,9421,9022
253708,9365,9763,9421
253709,9763,9822,9421
253710,9763,10166,9822
253711,10166,10224,9822
253712,10166,10541,10224
253713,10541,10601,10224
253714,10541,10956,10601
253715,10956,11021,10601
253716,10956,11377,11021
253717,11377,11435,11021
253718,11377,11802,11435
253719,11802,11861,11435
253720,11802,12250,11861
253721,12250,12304,11861
253722,12250,12672,12304
253723,12672,12733,12304
253724,12672,13109,12733
253725,13109,13174,12733
253726,13109,13563,13174
253727,13563,13614,13174
253728,10467,10099,10485
253729,10467,10074,10099
253730,10074,9705,10099
253731,10074,9674,9705
253732,9674,9303,9705
253733,9674,9275,9303
253734,9275,8908,9303
253735,9275,8885,8908
253736,8885,8524,8908
253737,8885,8501,8524
253738,8501,8149,8524
253739,8501,8125,8149
253740,8125,7793,8149
253741,8125,7772,7793
253742,7772,7431,7793
253743,7772,7411,7431
253744,7411,7088,7431
253745,7411,7062,7088
253746,7062,6754,7088
253747,7062,6730,6754
253748,6730,6418,6754
253749,6730,6407,6418
253750,6407,6096,6418
253751,6407,6077,6096
253752,6077,5774,6096
253753,6077,5760,5774
253754,5760,5464,5774
253755,5760,5456,5464
253756,5456,5167,5464
253757,5456,5158,5167
253758,5158,4888,5167
253759,5158,4877,4888
253760,4877,4631,4888
253761,4877,4627,4631
253762,4627,4345,4631
253763,4627,4342,4345
253764,4342,4098,4345
253765,4342,4099,4098
253766,4099,3866,4098
253767,4099,3871,3866
253768,3871,3648,3866
253769,3871,3654,3648
253770,3654,3430,3648
253771,3654,3439,3430
253772,3439,3230,3430
253773,3439,3248,3230
253774,3248,3042,3230
253775,3248,3056,3042
253776,3056,2855,3042
253777,3056,2880,2855
253778,2880,2696,2855
253779,2880,2715,2696
253780,2715,2544,2696
253781,2715,2572,2544
253782,2572,2408,2544
253783,2572,2442,2408
253784,2442,2285,2408
253785,2442,2326,2285
253786,2326,2168,2285
253787,2326,2220,2168
253788,2220,2072,2168
253789,2220,2124,2072
253790,2124,1994,2072
253791,2124,2051,1994
253792,2051,1917,1994
253793,2051,1984,1917
253794,1984,1863,1917
253795,1984,1936,1863
253796,1936,1824,1863
253797,1936,1893,1824
253798,1893,1793,1824
253799,1893,1873,1793
253800,1873,1783,1793
253801,1873,1869,1783
253802,1869,1785,1783
253803,1869,1877,1785
253804,1877,1802,1785
253805,1877,1906,1802
253806,1906,1838,1802
253807,1906,1948,1838
253808,1948,1879,1838
253809,1948,2008,1879
253810,2008,1947,1879
253811,2008,2073,1947
253812,2073,2025,1947
253813,2073,2157,2025
253814,2157,2108,2025
253815,2157,2253,2108
253816,2253,2226,2108
253817,2253,2371,2226
253818,2371,2340,2226
253819,2371,2491,2340
253820,2491,2466,2340
253821,2491,2627,2466
253822,2627,2608,2466
253823,2627,2773,2608
253824,2773,2759,2608
253825,2773,2952,2759
253826,2952,2943,2759
253827,2952,3126,2943
253828,3126,3127,2943
253829,3126,3314,3127
253830,3314,3327,3127
253831,3314,3519,3327
253832,3519,3525,3327
253833,3519,3724,3525
253834,3724,3740,3525
253835,3724,3956,3740
253836,3956,3969,3740
253837,3956,4189,3969
253838,4189,4206,3969
253839,4189,4443,4206
253840,4443,4463,4206
253841,4443,4718,4463
253842,4718,4750,4463
253843,4718,4987,4750
253844,4987,5023,4750
253845,4987,5264,5023
253846,5264,5298,5023
253847,5264,5559,5298
253848,5559,5588,5298
253849,5559,5857,5588
253850,5857,5909,5588
253851,5857,6178,5909
253852,6178,6221,5909
253853,6178,6508,6221
253854,6508,6552,6221
253855,6508,6841,6552
253856,6841,6887,6552
253857,6841,7188,6887
253858,7188,7232,6887
253859,7188,7540,7232
253860,7540,7587,7232
253861,7540,7889,7587
253862,7889,7943,7587
253863,7889,8252,7943
253864,8252,8320,7943
253865,8252,8633,8320
253866,8633,8700,8320
253867,8633,9022,8700
253868,9022,9096,8700
253869,9022,9421,9096
253870,9421,9481,9096
253871,9421,9822,9481
253872,9822,9884,9481
253873,9822,10224,9884
253874,10224,10282,9884
253875,10224,10601,10282
253876,10601,10681,10282
253877,10601,11021,10681
253878,11021,11087,10681
253879,11021,11435,11087
253880,11435,11503,11087
253881,11435,11861,11503
253882,11861,11937,11503
253883,11861,12304,11937
253884,12304,12369,11937
253885,12304,12733,12369
253886,12733,12789,12369
253887,12733,13174,12789
253888,13174,13244,12789
253889,13174,13614,13244
253890,13614,13677,13244
253891,10485,10126,10508
253892,10485,10099,10126
253893,10099,9731,10126
253894,10099,9705,9731
253895,9705,9333,9731
253896,9705,9303,9333
253897,9303,8937,9333
253898,9303,8908,8937
253899,8908,8553,8937
253900,8908,8524,8553
253901,8524,8175,8553
253902,8524,8149,8175
253903,8149,7809,8175
253904,8149,7793,7809
253905,7793,7455,7809
253906,7793,7431,7455
253907,7431,7110,7455
253908,7431,7088,7110
253909,7088,6774,7110
253910,7088,6754,6774
253911,6754,6433,6774
253912,6754,6418,6433
253913,6418,6111,6433
253914,6418,6096,6111
253915,6096,5793,6111
253916,6096,5774,5793
253917,5774,5481,5793
253918,5774,5464,5481
253919,5464,5186,5481
253920,5464,5167,5186
253921,5167,4898,5186
253922,5167,4888,4898
253923,4888,4637,4898
253924,4888,4631,4637
253925,4631,4352,4637
253926,4631,4345,4352
253927,4345,4102,4352
253928,4345,4098,4102
253929,4098,3870,4102
253930,4098,3866,3870
253931,3866,3647,3870
253932,3866,3648,3647
253933,3648,3422,3647
253934,3648,3430,3422
253935,3430,3224,3422
253936,3430,3230,3224
253937,3230,3031,3224
253938,3230,3042,3031
253939,3042,2838,3031
253940,3042,2855,2838
253941,2855,2673,2838
253942,2855,2696,2673
253943,2696,2525,2673
253944,2696,2544,2525
253945,2544,2382,2525
253946,2544,2408,2382
253947,2408,2247,2382
253948,2408,2285,2247
253949,2285,2128,2247
253950,2285,2168,2128
253951,2168,2028,2128
253952,2168,2072,2028
253953,2072,1937,2028
253954,2072,1994,1937
253955,1994,1861,1937
253956,1994,1917,1861
253957,1917,1796,1861
253958,1917,1863,1796
253959,1863,1751,1796
253960,1863,1824,1751
253961,1824,1714,1751
253962,1824,1793,1714
253963,1793,1696,1714
253964,1793,1783,1696
253965,1783,1689,1696
253966,1783,1785,1689
253967,1785,1708,1689
253968,1785,1802,1708
253969,1802,1734,1708
253970,1802,1838,1734
253971,1838,1770,1734
253972,1838,1879,1770
253973,1879,1833,1770
253974,1879,1947,1833
253975,1947,1897,1833
253976,1947,2025,1897
253977,2025,1987,1897
253978,2025,2108,1987
253979,2108,2084,1987
253980,2108,2226,2084
253981,2226,2198,2084
253982,2226,2340,2198
253983,2340,2315,2198
253984,2340,2466,2315
253985,2466,2452,2315
253986,2466,2608,2452
253987,2608,2600,2452
253988,2608,2759,2600
253989,2759,2755,2600
253990,2759,2943,2755
253991,2943,2948,2755
253992,2943,3127,2948
253993,3127,3136,2948
253994,3127,3327,3136
253995,3327,3335,3136
253996,3327,3525,3335
253997,3525,3545,3335
253998,3525,3740,3545
253999,3740,3759,3545
254000,3740,3969,3759
254001,3969,3994,3759
254002,3969,4206,3994
254003,4206,4233,3994
254004,4206,4463,4233
