node_id,x,y,z
4919,-77.2597,172.842,-2.48817
4920,-183.728,55.7334,0.0
4921,-160.535,49.5186,0.0
4922,-88.8014,77.7026,0.0
4923,-132.962,25.9593,-26.7403
4924,-68.0211,148.487,-2.48588
4925,-69.2619,126.248,0.0
4926,-73.8228,96.1934,-2.32966
4927,-107.697,42.9768,-15.7218
4928,-65.4322,132.095,-3.11913
4929,-90.8397,75.3122,0.0
4930,-69.7633,141.762,0.0
4931,-84.5817,78.1197,-2.44073
4932,-75.9006,98.0555,0.0
4933,-114.33,57.5487,0.0
4934,-86.7007,80.0383,0.0
4935,-80.2735,178.066,-2.48633
4936,-79.1336,170.528,0.0
4937,-102.492,60.9671,-2.60521
4938,-141.653,49.3286,0.0
4939,-133.137,47.4864,-2.72249
4940,-135.306,47.2665,-2.50775
4941,-120.068,54.8334,0.0
4942,-71.3625,111.042,0.0
4943,-162.62,49.5354,0.0
4944,-67.0566,117.542,-2.4678
4945,-176.298,52.6587,0.0
4946,-82.1447,175.747,0.0
4947,-77.9801,87.2422,-2.52651
4948,-80.2935,89.1749,0.0
4949,-69.1765,124.006,0.0
4950,-172.576,43.5409,-6.9142
4951,-127.79,52.0824,0.0
4952,-67.3763,100.914,-5.92947
4953,-87.2698,56.4667,-15.497
4954,-71.6379,100.383,-2.45485
4955,-44.3485,175.187,-41.5799
4956,-125.564,49.6445,-2.49702
4957,-92.7083,68.3064,-2.8735
4958,-92.8104,72.8658,0.0
4959,-69.8239,143.956,0.0
4960,-71.3596,92.3111,-5.53103
4961,-144.535,45.1135,-3.16774
4962,-168.331,43.5835,-5.84734
4963,-95.7175,42.7533,-22.914
4964,-68.0714,150.66,-2.48585
4965,-106.438,58.2278,-2.47128
4966,-99.9239,58.5376,-5.49049
4967,-84.5406,82.3192,0.0
4968,-139.542,49.3033,0.0
4969,-187.782,53.7488,-2.52608
4970,-76.1224,165.31,0.0
4971,-191.159,58.8081,0.0
4972,-164.702,49.5516,0.0
4973,-82.5326,78.3091,-3.39178
4974,-104.589,62.8028,0.0
4975,-123.572,50.0518,-2.49533
4976,-120.343,37.1965,-15.8959
4977,-164.557,46.9294,-2.14594
4978,-69.0901,121.762,0.0
4979,-184.677,46.7159,-7.28255
4980,-95.7209,61.5255,-5.52729
4981,-26.5319,160.891,-80.0436
4982,-73.0585,157.913,0.0
4983,-103.914,58.8268,-3.10554
4984,-63.922,151.227,-6.14797
4985,-98.6986,63.4297,-2.45959
4986,-63.2635,111.749,-6.50642
4987,-69.8825,146.147,0.0
4988,-74.0891,87.682,-5.01039
4989,-108.416,60.176,0.0
4990,-189.517,9.66012,-74.5104
4991,-58.1373,68.4996,-34.5439
4992,-73.5497,102.301,0.0
4993,-66.9639,115.287,-2.4673
4994,-193.712,49.7549,-8.09575
4995,-85.1559,180.965,0.0
4996,-100.638,65.3549,0.0
4997,-94.7174,70.3695,0.0
4998,-41.2446,89.8077,-44.462
4999,-185.811,55.7496,0.0
5000,-80.3127,82.7393,-2.44649
5001,-137.431,49.2779,0.0
5002,-79.1008,79.4752,-5.02322
5003,-88.1995,70.8597,-3.6289
5004,-47.9726,187.071,-44.5821
5005,-32.7499,109.446,-51.1932
5006,-115.858,52.8059,-2.4838
5007,-170.843,47.8822,-2.14837
5008,-67.1054,162.573,-6.15383
5009,-166.785,49.5678,0.0
5010,-178.381,52.6749,0.0
5011,-71.886,98.1054,-2.45265
5012,-71.241,108.74,0.0
5013,-125.648,52.0449,0.0
5014,-139.505,42.4007,-5.66152
5015,-68.9981,119.508,0.0
5016,-154.798,40.404,-6.91004
5017,-73.8105,93.7551,-2.45071
5018,-39.0086,196.159,-92.3229
5019,-110.119,55.5208,-2.47786
5020,-199.714,10.6927,-91.9375
5021,-76.0368,89.3501,-2.44851
5022,-82.3192,84.5406,0.0
5023,-69.9411,148.337,0.0
5024,-100.333,60.9686,-2.94933
5025,-68.1345,153.479,-2.48853
5026,-64.7467,158.125,-6.7035
5027,-117.891,54.7807,0.0
5028,-85.2899,70.641,-5.4754
5029,-71.3398,186.844,-13.8143
5030,-79.1863,172.706,0.0
5031,-112.122,57.4816,0.0
5032,-182.416,50.685,-2.52721
5033,-113.925,52.6368,-3.03205
5034,-121.309,45.9306,-6.17632
5035,-172.894,47.5915,-2.52808
5036,-175.552,13.6095,-49.4232
5037,-135.313,49.2498,0.0
5038,-69.1906,104.493,-2.458
5039,-50.6575,66.2069,-48.5853
5040,-75.7122,95.6598,0.0
5041,-168.868,49.584,0.0
5042,-73.1112,160.091,0.0
5043,-77.9338,91.2487,0.0
5044,-140.439,44.8691,-2.98536
5045,-71.4528,95.6397,-3.35096
5046,-94.6341,65.9084,-2.4563
5047,-121.427,50.0133,-2.49406
5048,-58.7442,50.6412,-55.7461
5049,-68.9036,117.25,0.0
5050,-76.1751,167.488,0.0
5051,-176.693,43.5598,-6.92153
5052,-82.1974,177.925,0.0
5053,-64.7053,105.386,-6.02112
5054,-192.406,54.5896,-2.92748
5055,-136.103,40.6752,-7.36558
5056,-96.5595,67.8248,0.0
5057,-69.9946,150.517,0.0
5058,-81.6034,74.5791,-5.32437
5059,-74.1379,169.305,-2.11575
5060,-180.463,52.6911,0.0
5061,-73.4397,91.5061,-3.08381
5062,-75.9198,70.0903,-12.6848
5063,-64.6665,130.144,-2.47855
5064,-64.848,136.727,-2.48115
5065,-146.817,44.533,-2.52086
5066,-153.003,44.4297,-2.52391
5067,-123.494,52.0028,0.0
5068,-155.08,44.4442,-2.52553
5069,-133.192,49.2208,0.0
5070,-187.894,55.7658,0.0
5071,-80.8677,182.922,-3.20103
5072,-71.1108,106.425,0.0
5073,-73.3908,99.9448,0.0
5074,-64.6006,127.939,-2.47786
5075,-64.9027,138.909,-2.48386
5076,-69.4677,102.258,-2.4577
5077,-170.949,49.5999,0.0
5078,-71.2758,164.55,-2.48935
5079,-80.0383,86.7007,0.0
5080,-78.1067,84.4356,-2.44681
5081,-158.784,40.5758,-6.25563
5082,-174.962,47.6037,-2.52959
5083,-78.8048,32.1292,-55.1088
5084,-157.157,44.4588,-2.52716
5085,-149.171,44.7034,-2.14394
5086,-96.4805,63.7184,-2.45847
5087,-86.5109,73.1987,-2.44864
5088,-68.8037,114.983,0.0
5089,-84.7325,75.8519,-2.08012
5090,-64.957,141.09,-2.48578
5091,-64.5335,125.731,-2.4749
5092,-128.96,47.4824,-2.12755
5093,-66.7661,110.756,-2.46479
5094,-129.45,42.8765,-6.11732
5095,-102.317,62.6998,0.0
5096,-117.27,46.0358,-6.8125
5097,-106.173,60.0896,0.0
5098,-159.232,44.4729,-2.52723
5099,-70.0474,152.695,0.0
5100,-75.5971,87.0203,-2.97434
5101,-64.363,134.737,-2.4828
5102,-184.485,50.6973,-2.52825
5103,-88.4092,75.0955,0.0
5104,-73.1634,162.268,0.0
5105,-86.3422,77.461,0.0
5106,-67.2129,105.879,-3.09751
5107,-41.3138,63.0901,-80.1041
5108,-29.2231,128.283,-53.1533
5109,-101.319,35.3756,-26.1965
5110,-115.709,54.7263,0.0
5111,-73.5136,179.515,-6.79818
5112,-44.4131,67.1858,-59.8866
5113,-68.2141,157.159,-2.48897
5114,-168.981,45.3097,-2.94909
5115,-142.588,44.3478,-2.51767
5116,-65.0086,143.266,-2.48508
5117,-64.4618,123.515,-2.47589
5118,-70.2807,172.844,-6.25092
5119,-107.91,55.453,-2.47398
5120,-119.279,49.9736,-2.49072
5121,-74.3375,171.942,-2.48973
5122,-90.4109,72.6743,0.0
5123,-77.3551,177.175,-2.48857
5124,-131.071,49.1917,0.0
5125,-131.075,46.6179,-2.12954
5126,-173.023,49.6137,0.0
5127,-79.239,174.884,0.0
5128,-84.2134,79.7712,0.0
5129,-147.133,40.2757,-5.86589
5130,-124.721,43.7666,-6.18833
5131,-76.2256,169.661,0.0
5132,-182.541,52.7059,0.0
5133,-98.3286,65.2288,0.0
5134,-109.906,57.41,0.0
5135,-177.031,47.616,-2.53111
5136,-65.0576,145.435,-2.48768
5137,-90.4347,68.2931,-2.45129
5138,-68.7007,112.711,0.0
5139,-121.34,51.9607,0.0
5140,-64.3878,121.294,-2.4728
5141,-126.523,47.1524,-2.50303
5142,-70.1001,154.873,0.0
5143,-60.0084,123.144,-6.33667
5144,-75.5164,93.255,0.0
5145,-66.6934,134.353,0.0
5146,-80.133,80.133,-2.44559
5147,-66.6285,132.15,0.0
5148,-163.653,44.4311,-2.52975
5149,-151.024,46.4283,0.0
5150,-153.107,46.4445,0.0
5151,-70.9776,104.105,0.0
5152,-62.0306,190.137,-24.4573
5153,-92.3441,70.1982,0.0
5154,-66.7575,136.555,0.0
5155,-148.933,46.4095,0.0
5156,-66.5614,129.942,0.0
5157,-71.3196,166.708,-2.49184
5158,-155.19,46.4607,0.0
5159,-82.2501,180.103,0.0
5160,-189.976,55.782,0.0
5161,-68.6942,100.002,-2.99967
5162,-58.3252,164.845,-13.9307
5163,-66.8161,138.745,0.0
5164,-146.842,46.3905,0.0
5165,-77.7026,88.8014,0.0
5166,-82.0244,82.0244,0.0
5167,-157.272,46.4769,0.0
5168,-66.4898,127.726,0.0
5169,-77.7789,82.2716,-2.91592
5170,-66.3578,108.677,-2.55859
5171,-93.1605,58.0617,-7.78561
5172,-68.2579,159.317,-2.49146
5173,-128.944,49.1604,0.0
5174,-73.226,97.5802,0.0
5175,-65.1063,147.604,-2.48948
5176,-175.097,49.6274,0.0
5177,-73.2106,164.434,0.0
5178,-64.3101,119.066,-2.47262
5179,-186.554,50.7096,-2.52977
5180,-62.8993,116.33,-4.11714
5181,-87.033,65.9305,-5.89904
5182,-144.75,46.3715,0.0
5183,-69.1098,89.5604,-6.44386
5184,-22.1637,152.554,-90.2152
5185,-66.8747,140.935,0.0
5186,-159.355,46.4931,0.0
5187,-111.498,52.6984,-2.48172
5188,-66.4182,125.509,0.0
5189,-138.356,44.5129,-2.16651
5190,-60.348,118.161,-6.15824
5191,-119.563,9.85413,-60.6284
5192,-124.988,47.1304,-2.50147
5193,-65.1853,66.6662,-24.5236
5194,-179.1,47.6283,-2.53264
5195,-129.846,44.9643,-3.15651
5196,-165.76,44.173,-2.61549
5197,-92.2917,65.7596,-2.45421
5198,-142.658,46.3525,0.0
5199,-117.125,49.9314,-2.49165
5200,-136.309,44.2894,-2.5143
5201,-68.5912,110.428,0.0
5202,-113.519,54.6677,0.0
5203,-161.432,46.5077,0.0
5204,-66.9308,143.121,0.0
5205,-70.1483,157.041,0.0
5206,-67.0491,169.314,-6.72453
5207,-184.615,52.7197,0.0
5208,-94.2113,67.6719,0.0
5209,-66.3396,123.28,0.0
5210,-44.2095,151.302,-26.4961
5211,-65.1523,149.767,-2.48859
5212,-167.059,19.7899,-31.8544
5213,-74.3814,174.1,-2.49223
5214,-147.449,1.71785,-76.7066
5215,-94.3256,62.9512,-2.99941
5216,-146.679,31.2357,-14.5693
5217,-111.936,49.1492,-4.95246
5218,-64.2294,116.833,-2.47047
5219,-103.92,59.9984,0.0
5220,-95.0962,12.3318,-92.8015
5221,-119.181,51.9166,0.0
5222,-181.393,4.37088,-81.8371
5223,-98.0826,60.6577,-2.46136
5224,-76.2728,171.827,0.0
5225,-140.558,46.3305,0.0
5226,-79.7712,84.2134,0.0
5227,-84.2381,72.6994,-3.00055
5228,-134.391,31.2062,-16.0473
5229,-163.506,46.5214,0.0
5230,-22.8943,121.771,-72.6052
5231,-101.909,58.3335,-2.09789
5232,-77.3993,179.334,-2.49012
5233,-79.2879,177.054,0.0
5234,-66.9835,145.298,0.0
5235,-100.03,62.5878,0.0
5236,-126.812,49.1274,0.0
5237,-177.172,49.6411,0.0
5238,-70.8355,101.772,0.0
5239,-66.2608,121.05,0.0
5240,-134.213,44.2689,-2.51164
5241,-107.685,57.3363,0.0
5242,-64.0806,40.3292,-61.0868
5243,-136.468,0.211858,-100.0
5244,-102.418,53.3797,-5.55894
5245,-73.3397,88.7376,-2.62851
5246,-172.206,5.36395,-66.8509
5247,-64.6404,109.796,-3.10309
5248,-192.059,55.7982,0.0
5249,-193.094,6.49021,-91.6512
5250,-159.628,42.1955,-3.1854
5251,-138.457,46.3085,0.0
5252,-78.2695,21.3365,-100.0
5253,-65.1962,151.925,-2.49107
5254,-34.7448,69.4498,-100.0
5255,-105.907,54.961,-2.47551
5256,-73.2578,166.599,0.0
5257,-165.58,46.5351,0.0
5258,-189.427,46.4786,-6.53854
5259,-188.622,50.7218,-2.53129
5260,-66.9008,29.7453,-100.0
5261,-99.6063,13.5724,-69.9006
5262,-67.1551,94.0147,-5.52517
5263,-195.826,40.647,-15.1906
5264,-67.0362,147.476,0.0
5265,-70.1956,159.207,0.0
5266,-31.9479,77.451,-83.339
5267,-68.4792,108.14,0.0
5268,-122.589,47.0949,-2.49868
5269,-132.166,44.3965,-2.51225
5270,-75.3122,90.8397,0.0
5271,-63.7011,179.683,-14.3068
5272,-58.0402,133.955,-6.78615
5273,-66.1763,118.809,0.0
5274,-51.1305,127.427,-14.2511
5275,-82.3029,182.281,0.0
5276,-153.135,12.049,-43.1768
5277,-45.548,102.186,-26.5349
5278,-73.0494,95.1998,0.0
5279,-96.0112,65.0972,0.0
5280,-186.689,52.7334,0.0
5281,-70.7338,92.6712,-2.77572
5282,-71.7782,85.2421,-5.14142
5283,-171.639,44.5451,-2.53277
5284,-136.356,46.2865,0.0
5285,-25.1356,92.0883,-100.0
5286,-85.9943,70.6922,-2.44932
5287,-109.308,52.6402,-2.48077
5288,-85.9656,74.8675,0.0
5289,-167.654,46.5489,0.0
5290,-179.246,49.6549,0.0
5291,-62.1711,124.834,-2.80286
5292,-88.4527,61.9407,-6.69369
5293,-74.3255,81.1341,-5.0378
5294,-124.681,49.0943,0.0
5295,-66.5801,101.539,-3.09603
5296,-87.9972,72.4714,0.0
5297,-41.5177,76.3723,-50.893
5298,-67.0861,149.648,0.0
5299,-83.8701,77.2079,0.0
5300,-111.327,54.6087,0.0
5301,-81.8535,75.3028,-2.4466
5302,-68.7753,97.5113,-2.45448
5303,-98.0092,54.1732,-6.73195
5304,-77.461,86.3422,0.0
5305,-117.015,51.8693,0.0
5306,-114.651,49.3798,-2.87453
5307,-66.4338,103.901,-2.45973
5308,-75.521,84.4014,-2.32484
5309,-132.28,39.9515,-6.22043
5310,-64.6759,98.1608,-5.7379
5311,-66.09,116.565,0.0
5312,-76.3201,173.992,0.0
5313,-189.327,38.7968,-13.4104
5314,-60.3554,153.906,-6.80962
5315,-147.516,41.8415,-2.5259
5316,-89.961,70.0194,0.0
5317,-51.5777,85.2698,-26.1237
5318,-134.25,46.263,0.0
5319,-128.576,10.6523,-50.2489
5320,-63.4001,114.584,-2.55191
5321,-63.9192,112.421,-2.46811
5322,-114.414,4.18326,-93.5299
5323,-70.6874,99.4307,0.0
5324,-79.8995,77.5672,-2.32393
5325,-169.728,46.5626,0.0
5326,-70.2428,161.372,0.0
5327,-71.4046,171.018,-2.4917
5328,-183.231,47.6511,-2.53242
5329,-81.7121,79.4908,0.0
5330,-173.7,44.5553,-2.53418
5331,-77.6309,80.2426,-2.52699
5332,-193.32,51.2563,-3.31763
5333,-137.111,42.0414,-3.17029
5334,-61.8926,133.693,-2.48542
5335,-79.3351,179.219,0.0
5336,-68.3587,105.84,0.0
5337,-38.8717,181.33,-51.5878
5338,-61.838,131.511,-2.48269
5339,-73.3051,168.765,0.0
5340,-169.446,-3.63958e-09,-100.0
5341,-65.2688,155.589,-2.4916
5342,-120.457,47.0614,-2.49891
5343,-64.3783,166.783,-6.84487
5344,-99.6976,57.9634,-2.46629
5345,-61.9456,135.871,-2.48478
5346,-67.1333,151.814,0.0
5347,-60.6607,147.693,-4.99807
5348,-70.6847,90.5906,-3.1069
5349,-154.848,3.99519,-63.1442
5350,-87.9799,68.3727,-2.08361
5351,-68.1882,163.15,-2.11794
5352,-61.7816,129.325,-2.48157
5353,-101.662,59.9039,0.0
5354,-21.6048,157.792,-100.0
5355,-61.9948,138.041,-2.48691
5356,-23.1435,143.844,-69.0455
5357,-67.5322,30.7065,-78.2421
5358,-181.32,49.6686,0.0
5359,-73.6372,185.95,-7.8575
5360,-105.455,57.2575,0.0
5361,-82.6162,19.2093,-81.6012
5362,-61.6472,127.186,-2.51726
5363,-122.542,49.0583,0.0
5364,-65.9982,114.312,0.0
5365,-95.7089,60.6767,-2.46133
5366,-149.712,41.3798,-2.52772
5367,-153.849,41.4043,-2.53075
5368,-62.0438,140.211,-2.48925
5369,-188.763,52.7471,0.0
5370,-89.9403,65.6043,-2.4524
5371,-132.14,46.2377,0.0
5372,-155.918,41.4166,-2.53228
5373,-91.8546,67.5129,0.0
5374,-97.7375,62.4726,0.0
5375,-39.2275,166.262,-38.5463
5376,-171.796,46.5746,0.0
5377,-79.4908,81.7121,0.0
5378,-25.7339,96.3216,-74.8571
5379,-157.984,41.4284,-2.5321
5380,-105.255,48.7073,-6.77271
5381,-78.2742,184.047,-2.84617
5382,-76.7995,76.8436,-4.54949
5383,-68.3821,165.773,-2.49406
5384,-73.1987,86.5109,-2.44864
5385,-62.0906,142.376,-2.48821
5386,-175.761,44.5655,-2.5356
5387,-127.902,44.2003,-2.50826
5388,-103.352,55.3438,-2.15065
5389,-63.2674,81.3429,-14.0206
5390,-67.1806,153.98,0.0
5391,-114.85,51.8221,0.0
5392,-59.9347,108.285,-6.46305
5393,-72.8658,92.8104,0.0
5394,-112.86,49.7939,-2.36302
5395,-143.487,41.3379,-2.52481
5396,-107.115,52.58,-2.47902
5397,-75.0955,88.4092,0.0
5398,-61.5963,122.735,-2.47871
5399,-110.563,8.33123,-69.8296
5400,-70.2873,163.532,0.0
5401,-185.292,47.6614,-2.53383
5402,-109.124,54.5438,0.0
5403,-145.361,41.0098,-2.625
5404,-68.4885,95.1434,-2.57278
5405,-70.6826,88.208,-3.51869
5406,-82.505,68.2914,-5.27434
5407,-62.1344,144.533,-2.49069
5408,-142.109,8.73058,-49.0805
5409,-79.3451,75.1797,-3.29201
5410,-85.364,67.8061,-3.54248
5411,-65.9037,112.054,0.0
5412,-68.4303,72.8656,-13.9403
5413,-65.3206,158.382,-2.49406
5414,-68.2356,103.535,0.0
5415,-34.3735,68.6611,-89.5288
5416,-130.029,46.2123,0.0
5417,-132.947,42.0688,-3.06915
5418,-118.321,47.0269,-2.49665
5419,-64.1805,57.9935,-31.1313
5420,-141.41,41.3233,-2.5232
5421,-76.3673,176.158,0.0
5422,-63.8083,133.534,0.0
5423,-173.862,46.5862,0.0
5424,-74.466,178.409,-2.4917
5425,-63.7497,131.343,0.0
5426,-149.699,36.879,-6.27775
5427,-71.4436,173.164,-2.49406
5428,-63.8669,135.724,0.0
5429,-70.5342,97.082,0.0
5430,-65.5991,160.353,-2.71059
5431,-183.387,49.6804,0.0
5432,-73.3488,170.923,0.0
5433,-61.5292,120.527,-2.47588
5434,-63.6885,129.147,0.0
5435,-139.389,41.459,-2.5211
5436,-63.9196,137.902,0.0
5437,-91.7542,63.0397,-2.45559
5438,-93.6799,64.9562,0.0
5439,-120.399,49.0209,0.0
5440,-151.914,43.4154,0.0
5441,-63.8674,107.829,-2.46508
5442,-126.037,0.705129,-91.6423
5443,-149.84,43.4017,0.0
5444,-153.988,43.4291,0.0
5445,-115.574,47.2459,-3.06209
5446,-177.822,44.5757,-2.53703
5447,-61.9702,146.614,-2.64915
5448,-67.2259,156.141,0.0
5449,-68.8686,168.384,-2.49573
5450,-63.6236,126.944,0.0
5451,-57.4304,140.282,-6.15241
5452,-57.729,175.411,-16.4782
5453,-164.169,41.4594,-2.53596
5454,-147.759,43.386,0.0
5455,-63.9723,140.08,0.0
5456,-156.062,43.4429,0.0
5457,-77.2079,83.8701,0.0
5458,-78.8619,71.7582,-5.36506
5459,-79.3823,181.385,0.0
5460,-190.837,52.7609,0.0
5461,-145.677,43.3698,0.0
5462,-57.3634,129.643,-5.61838
5463,-55.6123,38.3513,-100.0
5464,-158.136,43.4566,0.0
5465,-35.5106,196.822,-100.0
5466,-199.873,7.13847,-100.0
5467,-26.4299,112.596,-57.3654
5468,-75.2762,81.605,-2.44656
5469,-63.5587,124.741,0.0
5470,-114.606,26.1151,-26.6341
5471,-61.4588,118.313,-2.47525
5472,-138.923,37.3346,-6.18945
5473,-64.0238,142.255,0.0
5474,-125.62,43.99,-2.50772
5475,-127.916,46.1863,0.0
5476,-89.6652,12.8657,-100.0
5477,-65.8032,109.786,0.0
5478,-175.928,46.5977,0.0
5479,-143.594,43.3536,0.0
5480,-70.3295,165.686,0.0
5481,-160.205,43.4689,0.0
5482,-101.24,55.227,-2.47168
5483,-110.635,49.7927,-2.48642
5484,-81.8995,73.0193,-2.07989
5485,-97.4361,57.8668,-2.46414
5486,-103.22,57.1759,0.0
5487,-83.6711,70.3603,-2.44829
5488,-99.3924,59.8024,0.0
5489,-68.4522,92.7206,-2.82572
5490,-93.5834,60.8382,-2.45922
5491,-28.7151,182.139,-88.1925
5492,-85.5698,72.2572,0.0
5493,-187.353,47.6716,-2.53525
5494,-83.5094,74.6286,0.0
5495,-112.672,51.7696,0.0
5496,-63.487,122.524,0.0
5497,-105.982,12.597,-58.66
5498,-64.0711,144.421,0.0
5499,-72.7763,84.1128,-2.90541
5500,-62.0483,148.796,-2.48054
5501,-75.2302,79.3311,-3.36057
5502,-141.511,43.3374,0.0
5503,-104.249,6.28011,-94.6968
5504,-162.271,43.4804,0.0
5505,-62.0264,102.835,-4.89587
5506,-72.2012,79.2593,-5.79949
5507,-87.5638,69.8298,0.0
5508,-68.104,101.218,0.0
5509,-67.268,158.295,0.0
5510,-185.453,49.6919,0.0
5511,-81.3843,76.9421,0.0
5512,-87.558,18.0475,-68.4296
5513,-66.3962,99.2977,-1.98476
5514,-91.367,13.4158,-79.9048
5515,-181.515,45.0505,-2.53729
5516,-72.6743,90.4109,0.0
5517,-135.161,41.2743,-2.51984
5518,-104.913,52.5158,-2.47736
5519,-118.257,48.9835,0.0
5520,-31.539,122.656,-41.4385
5521,-179.016,39.4862,-6.94108
5522,-106.921,54.4789,0.0
5523,-167.252,41.1302,-2.63666
5524,-63.4154,120.308,0.0
5525,-95.4354,62.3511,0.0
5526,-85.0083,63.813,-5.50771
5527,-63.6299,105.638,-2.4647
5528,-129.47,4.03535,-64.8724
5529,-28.5566,157.378,-54.2768
5530,-64.1183,146.587,0.0
5531,-73.3909,173.077,0.0
5532,-139.423,43.3193,0.0
5533,-164.337,43.4919,0.0
5534,-76.4103,178.314,0.0
5535,-18.2166,136.506,-88.7593
5536,-167.294,29.4481,-14.7516
5537,-125.795,46.1572,0.0
5538,-65.8349,97.1535,-2.97054
5539,-177.994,46.6092,0.0
5540,-70.3695,94.7174,0.0
5541,-74.505,180.555,-2.49406
5542,-74.8675,85.9656,0.0
5543,-87.4797,65.5638,-2.45283
5544,-77.3045,77.3045,-2.44559
5545,-89.4884,67.347,0.0
5546,-65.7002,107.514,0.0
5547,-64.0535,103.488,-2.46146
5548,-79.196,79.196,0.0
5549,-192.911,52.7746,0.0
5550,-122.36,3.79197,-70.7521
5551,-59.034,127.936,-3.20903
5552,-144.214,39.0681,-3.1835
5553,-107.98,49.5866,-3.12686
5554,-61.8446,151.206,-2.59187
5555,-170.346,41.4888,-2.53782
5556,-61.3088,113.868,-2.47209
5557,-63.3385,118.081,0.0
5558,-137.331,43.3003,0.0
5559,-64.1644,148.75,0.0
5560,-166.403,43.5035,0.0
5561,-70.3716,167.84,0.0
5562,-183.566,40.5257,-6.94189
5563,-58.3063,145.381,-4.76537
5564,-67.3101,160.449,0.0
5565,-189.414,47.6818,-2.53667
5566,-71.0508,175.545,-2.52302
5567,-79.4296,183.551,0.0
5568,-169.412,-0.744812,-84.8441
5569,-89.5522,47.3238,-15.6102
5570,-62.3091,153.779,-2.49653
5571,-121.565,44.1221,-2.50394
5572,-187.519,49.7034,0.0
5573,-143.006,36.2707,-5.69595
5574,-145.887,34.7186,-7.06864
5575,-110.494,51.7168,0.0
5576,-59.0045,123.943,-3.0767
5577,-149.493,-2.4732,-88.8483
5578,-135.239,43.2813,0.0
5579,-67.9669,98.8924,0.0
5580,-168.469,43.515,0.0
5581,-150.821,38.876,-2.70085
5582,-67.3474,175.906,-5.62013
5583,-180.06,46.6207,0.0
5584,-63.2597,115.851,0.0
5585,-123.674,46.1282,0.0
5586,-91.3405,64.8095,0.0
5587,-172.4,41.4972,-2.53913
5588,-64.2065,150.904,0.0
5589,-116.103,48.9413,0.0
5590,-123.38,43.3185,-2.50801
5591,-179.27,23.9102,-24.4384
5592,-76.9421,81.3843,0.0
5593,-57.3997,114.853,-5.56874
5594,-100.976,57.0895,0.0
5595,-30.8007,190.074,-100.0
5596,-192.523,3.43689,-100.0
5597,-70.5572,86.4748,-2.5057
5598,-99.0016,55.1435,-2.46837
5599,-65.5895,105.229,0.0
5600,-58.2882,156.625,-6.69925
5601,-55.0995,54.2964,-46.2733
5602,-195.179,43.6468,-8.16716
5603,-29.1575,139.226,-44.7931
5604,-73.4331,175.231,0.0
5605,-65.4331,164.81,-2.49665
5606,-97.1179,59.6981,0.0
5607,-56.3797,121.373,-5.50789
5608,-44.2373,82.1346,-35.2912
5609,-89.3556,63.1605,-2.08676
5610,-100.885,48.5939,-6.7628
5611,-58.9811,132.817,-2.48875
5612,-95.1642,57.764,-2.46402
5613,-59.0286,134.983,-2.4881
5614,-34.943,75.7016,-61.8899
5615,-63.3601,101.233,-2.93753
5616,-58.932,130.647,-2.48614
5617,-56.4667,87.2698,-15.497
5618,-133.148,43.2624,0.0
5619,-104.704,54.4072,0.0
5620,-55.3233,127.378,-6.05012
5621,-67.3523,162.603,0.0
5622,-170.531,43.5255,0.0
5623,-130.977,41.0376,-2.39059
5624,-102.707,52.4493,-2.47568
5625,-68.2931,90.4347,-2.45129
5626,-59.0727,137.142,-2.49031
5627,-58.9288,119.366,-3.11975
5628,-58.8509,126.279,-2.59544
5629,-76.4524,180.468,0.0
5630,-120.064,39.9658,-6.28302
5631,-156.265,34.2963,-6.94531
5632,-19.4996,147.793,-79.5444
5633,-183.995,44.6042,-2.53826
5634,-72.4714,87.9972,0.0
5635,-80.8621,70.3914,-2.90445
5636,-60.8127,111.857,-2.47144
5637,-68.4951,172.202,-2.49628
5638,-170.187,36.6639,-6.28586
5639,-64.2487,153.058,0.0
5640,-63.1762,113.613,0.0
5641,-70.4138,169.994,0.0
5642,-86.8899,22.1737,-54.4487
5643,-70.1982,92.3441,0.0
5644,-174.453,41.5056,-2.54045
5645,-59.1166,139.3,-2.49281
5646,-142.186,1.59193,-64.8713
5647,-128.893,41.2192,-2.51613
5648,-194.026,48.519,-2.95202
5649,-113.898,46.8867,-2.03153
5650,-112.417,44.1481,-5.03713
5651,-57.4065,151.729,-5.98761
5652,-119.445,44.0934,-2.50298
5653,-65.8974,95.012,-2.53343
5654,-41.1466,54.1577,-91.6224
5655,-182.124,46.6317,0.0
5656,-119.47,14.0406,-41.716
5657,-146.455,38.4746,-2.53111
5658,-121.551,46.0982,0.0
5659,-189.585,49.7149,0.0
5660,-59.1587,141.454,-2.4917
5661,-179.714,31.4332,-14.2105
5662,-154.637,38.3636,-2.53775
5663,-62.3712,157.418,-2.49703
5664,-86.9384,62.8017,-3.45277
5665,-93.1217,62.2219,0.0
5666,-46.332,136.303,-15.8402
5667,-83.1299,72.0325,0.0
5668,-131.047,43.2404,0.0
5669,-91.1893,60.301,-2.45706
5670,-156.696,38.3732,-2.53702
5671,-172.59,43.5351,0.0
5672,-109.33,45.6245,-4.75118
5673,-74.6286,83.5094,0.0
5674,-64.241,90.854,-5.41177
5675,-79.432,66.1269,-6.39656
5676,-75.082,185.372,-3.22068
5677,-64.8504,189.194,-14.6916
5678,-72.8174,81.5866,-2.32458
5679,-81.0395,74.3774,0.0
5680,-85.1531,69.6294,0.0
