node_id,x,y,z
1,7.115741916924528,-49.491072093577884,0.0
2,14.086627848234992,-47.9746486789151,0.0
3,-0.0,-50.0,0.0
4,3.029330159271126,-42.355570057205895,0.0
8,14.839564056200352,-39.786410939158216,0.0
10,20.770750651808015,-45.48159976694329,0.0
11,-7.115741917536643,-49.491072093489876,0.0
13,-8.248150467879917,-42.74825707603812,0.0
17,27.03204087265091,-42.06267664164194,0.0
18,-14.086627848929437,-47.97464867871119,0.0
19,15.037409587691293,-27.538959541976325,0.0
22,25.447584719069738,-33.99399341599227,0.0
25,-10.965147874002092,-29.39869914377308,0.0
26,32.74303669701336,-37.787478717930306,0.0
27,-20.77075065247346,-45.48159976663939,0.0
31,-20.350715326082476,-37.26955248304867,0.0
33,2.3661885835015894,-16.62818819090416,0.0
36,37.787478717451926,-32.74303669756544,0.0
37,-27.032040873265686,-42.06267664124685,0.0
38,34.22769120924437,-26.905587224938067,0.0
42,16.145959634918633,-13.198220135906293,0.0
44,27.538959541749833,-15.037409588098289,0.0
46,42.062676641246846,-27.032040873265675,0.0
47,-32.74303669756543,-37.78747871745193,0.0
48,-30.02641467455694,-30.02641467411828,0.0
52,-25.11860612601412,-18.803553013706264,0.0
53,-7.496712679298589,-6.411032861197032,0.0
56,6.286228967319417,-2.9789989204622955,0.0
59,39.78641093893441,-14.839564056776435,0.0
60,45.48159976663941,-20.770750652473442,0.0
61,-37.7874787179303,-32.743036697013366,0.0
65,20.066050890698893,0.45002434161899885,0.0
67,-37.26955248334555,-20.350715325537095,0.0
69,47.97464867871119,-14.086627848929425,0.0
70,-42.06267664164193,-27.032040872650942,0.0
74,31.297084404216804,2.2384116559705944,0.0
75,-3.56796277680559,7.250529048825975,0.0
77,42.355570056526204,-3.0293301594857738,0.0
80,-17.40149904089123,3.785464417228468,0.0
83,49.49107209348987,-7.1157419175366305,0.0
84,-45.481599766943276,-20.770750651808047,0.0
85,10.25186502516856,10.530879171635284,0.0
88,-31.297084404216804,-2.2384116559705767,0.0
91,-41.49333279361109,-9.026322051549958,0.0
94,50.0,-3.061616997868383e-15,0.0
95,-47.97464867891509,-14.08662784823502,0.0
96,23.970410231653005,14.068814585743606,0.0
100,43.06465461943026,6.793694431196926,0.0
102,-13.333849727595599,17.642874815557864,0.0
103,0.510692419182206,20.86808835326713,0.0
104,-49.49107209357787,-7.115741916924551,0.0
105,49.49107209357787,7.115741916924551,0.0
110,-42.355570056526204,3.0293301594857667,0.0
113,-27.53895954174983,15.037409588098246,0.0
116,18.803553014073053,25.1186061257401,0.0
117,47.97464867891509,14.08662784823502,0.0
118,-50.0,3.061616997868383e-15,0.0
119,37.26955248334554,20.35071532553711,0.0
125,-39.786410938934424,14.839564056776432,0.0
127,45.481599766943276,20.770750651808047,0.0
128,-49.49107209348987,7.1157419175366305,0.0
132,-6.669667367288994,30.65996602258315,0.0
135,30.02641467455694,30.026414674118286,0.0
138,42.06267664164193,27.032040872650942,0.0
139,-47.97464867871119,14.086627848929425,0.0
142,-34.22769120924434,26.905587224938056,0.0
144,20.350715326082458,37.2695524830487,0.0
145,37.7874787179303,32.743036697013366,0.0
146,-45.48159976663941,20.770750652473442,0.0
150,-25.447584719069688,33.99399341599228,0.0
152,32.74303669756543,37.78747871745193,0.0
153,-42.062676641246846,27.032040873265675,0.0
154,9.026322052082836,41.49333279337967,0.0
158,-14.839564056200327,39.78641093915821,0.0
159,-3.029330159271126,42.355570057205895,0.0
162,27.032040873265686,42.06267664124685,0.0
163,-37.787478717451926,32.74303669756544,0.0
166,20.77075065247346,45.48159976663939,0.0
167,-32.74303669701336,37.787478717930306,0.0
170,14.086627848929437,47.97464867871119,0.0
171,-27.03204087265091,42.06267664164194,0.0
174,7.115741917536643,49.491072093489876,0.0
175,-20.770750651808015,45.48159976694329,0.0
178,0.0,50.0,0.0
179,-14.086627848234992,47.9746486789151,0.0
180,-7.115741916924528,49.491072093577884,0.0
