epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
25,904.262,0.38872,1.14184,0.43343,0.19455,0.00816,1.13953,0.98351,0.995,0.9946,0.87921,0.98351,0.995,0.9946,0.88466,0.62052,0.4451,0.3097,0.18813,0.02244,0,0.0292872,0.0097624,0.0292872,0.0097624,0.0292872,0.0097624,0.0292872,0.0097624
26,939.026,0.44265,1.14513,0.42675,0.21366,0.00921,0.64319,1,0.99914,0.995,0.99315,1,0.99914,0.995,0.84895,0.23307,0.54992,0.29502,0.10265,0.00665,0,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525
27,973.544,0.39429,1.16414,0.41766,0.18903,0.00826,0.86719,0.99502,0.99947,0.995,0.94361,0.99502,0.99947,0.995,0.94374,0.34709,0.30106,0.30236,0.11117,0.01167,0,0.0292278,0.0097426,0.0292278,0.0097426,0.0292278,0.0097426,0.0292278,0.0097426
28,1007.63,0.41504,1.14973,0.40719,0.19507,0.00851,0.62689,0.99999,1,0.995,0.92269,0.99999,1,0.995,0.79211,0.38702,0.68655,0.28729,0.13732,0.01266,0,0.0291981,0.0097327,0.0291981,0.0097327,0.0291981,0.0097327,0.0291981,0.0097327
29,1041.81,0.39486,1.26158,0.38904,0.18681,0.00829,1.04686,0.99931,1,0.995,0.99488,0.99931,1,0.995,0.86616,0.15534,0.47432,0.27864,0.05909,0.00514,0,0.0291684,0.0097228,0.0291684,0.0097228,0.0291684,0.0097228,0.0291684,0.0097228
30,1076.42,0.41099,1.14035,0.3921,0.19751,0.00848,0.61874,0.99971,1,0.995,0.99057,0.99971,1,0.995,0.93969,0.26901,0.30192,0.27891,0.08409,0.00946,0,0.0291387,0.0097129,0.0291387,0.0097129,0.0291387,0.0097129,0.0291387,0.0097129
31,1112.36,0.36016,1.05471,0.38572,0.1725,0.00741,0.59184,0.99973,1,0.995,0.98237,0.99973,1,0.995,0.9405,0.294,0.31723,0.26861,0.08948,0.01085,0,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
32,1147.35,0.39576,1.04255,0.3782,0.18676,0.00817,0.55058,0.99973,1,0.995,0.98906,0.99973,1,0.995,0.95298,0.25824,0.25094,0.25056,0.08094,0.00936,0,0.0290793,0.0096931,0.0290793,0.0096931,0.0290793,0.0096931,0.0290793,0.0096931
33,1181.9,0.40749,1.04418,0.35838,0.19081,0.0084,0.56036,1,0.99899,0.995,0.99498,1,0.99899,0.995,0.94913,0.17083,0.2886,0.2479,0.07093,0.00573,0,0.0290496,0.0096832,0.0290496,0.0096832,0.0290496,0.0096832,0.0290496,0.0096832
34,1216.45,0.39697,1.08976,0.35665,0.17238,0.00791,0.47769,1,0.99979,0.995,0.98982,1,0.99979,0.995,0.89537,0.27469,0.41319,0.24229,0.10367,0.00972,0,0.0290199,0.0096733,0.0290199,0.0096733,0.0290199,0.0096733,0.0290199,0.0096733
35,1250.67,0.39756,1.10784,0.34417,0.17666,0.0081,0.38142,1,0.99983,0.995,0.99027,1,0.99983,0.995,0.94004,0.20953,0.32326,0.23085,0.07176,0.00753,0,0.0289902,0.0096634,0.0289902,0.0096634,0.0289902,0.0096634,0.0289902,0.0096634
36,1284.75,0.39008,1.06413,0.33604,0.18892,0.00782,0.40244,0.9948,1,0.995,0.98784,0.9948,1,0.995,0.94208,0.21709,0.30473,0.23114,0.07904,0.00751,0,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535
37,1319.74,0.40038,1.06687,0.32301,0.18141,0.00801,0.38807,0.99974,1,0.995,0.98382,0.99974,1,0.995,0.8942,0.26588,0.41802,0.20911,0.08316,0.0101,0,0.0289308,0.0096436,0.0289308,0.0096436,0.0289308,0.0096436,0.0289308,0.0096436
38,1355.49,0.39801,1.01187,0.31725,0.18024,0.00795,0.4336,0.99929,1,0.995,0.99277,0.99929,1,0.995,0.92715,0.19271,0.37232,0.2259,0.07019,0.00645,0,0.0289011,0.0096337,0.0289011,0.0096337,0.0289011,0.0096337,0.0289011,0.0096337
39,1390.91,0.40333,1.08109,0.3152,0.17716,0.00806,0.69375,1,0.99763,0.995,0.91448,0.99499,0.99263,0.99485,0.8383,0.38631,0.62748,0.22389,0.11999,0.01217,0,0.0288714,0.0096238,0.0288714,0.0096238,0.0288714,0.0096238,0.0288714,0.0096238
40,1425.64,0.34969,1.01228,0.31457,0.19516,0.0072,0.42206,1,0.99908,0.995,0.99363,1,0.99908,0.995,0.9526,0.19708,0.25493,0.22865,0.07569,0.00693,0,0.0288417,0.0096139,0.0288417,0.0096139,0.0288417,0.0096139,0.0288417,0.0096139
41,1460.01,0.36876,0.96033,0.30418,0.18183,0.00762,0.27678,0.99896,1,0.995,0.97576,0.99896,1,0.995,0.94725,0.29229,0.27146,0.22051,0.09979,0.00739,0,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
42,1494.18,0.38536,0.87282,0.31502,0.18234,0.00762,0.13594,0.99975,1,0.995,0.995,0.99975,1,0.995,0.9419,0.16655,0.27586,0.2107,0.06334,0.00506,0,0.0287823,0.0095941,0.0287823,0.0095941,0.0287823,0.0095941,0.0287823,0.0095941
43,1528.36,0.42777,0.90877,0.3034,0.17819,0.00878,0.25213,1,0.9994,0.995,0.995,1,0.9994,0.995,0.94883,0.17958,0.28492,0.2019,0.07768,0.00468,0,0.0287526,0.0095842,0.0287526,0.0095842,0.0287526,0.0095842,0.0287526,0.0095842
44,1563.4,0.40888,1.04904,0.28445,0.17402,0.00796,0.17459,0.99983,1,0.995,0.98361,0.99983,1,0.995,0.94413,0.3094,0.3055,0.18482,0.0935,0.00988,0,0.0287229,0.0095743,0.0287229,0.0095743,0.0287229,0.0095743,0.0287229,0.0095743
45,1598.83,0.34916,0.93594,0.27569,0.16084,0.007,0.12994,0.99998,1,0.995,0.95854,0.99998,1,0.995,0.9417,0.30386,0.30926,0.17271,0.09263,0.00974,0,0.0286932,0.0095644,0.0286932,0.0095644,0.0286932,0.0095644,0.0286932,0.0095644
46,1634.15,0.44156,0.94043,0.27461,0.17797,0.00878,0.10352,1,0.99964,0.995,0.9562,1,0.99964,0.995,0.92683,0.31932,0.32579,0.15809,0.09812,0.01147,0,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545
47,1668.75,0.46466,1.00073,0.27095,0.1875,0.00878,0.10041,0.99931,1,0.995,0.99365,0.99931,1,0.995,0.95875,0.21701,0.25799,0.15347,0.07831,0.00682,0,0.0286338,0.0095446,0.0286338,0.0095446,0.0286338,0.0095446,0.0286338,0.0095446
48,1703.27,0.36578,1.04759,0.26238,0.16847,0.00719,1.00838,0.99995,1,0.995,0.9847,0.99995,1,0.995,0.91799,0.31661,0.36857,0.17824,0.09577,0.00984,0,0.0286041,0.0095347,0.0286041,0.0095347,0.0286041,0.0095347,0.0286041,0.0095347
49,1736.77,0.33397,0.99635,0.27765,0.15974,0.00668,0.28066,1,0.99363,0.995,0.99287,1,0.99363,0.995,0.90988,0.19685,0.35701,0.20815,0.09046,0.00686,0,0.0285744,0.0095248,0.0285744,0.0095248,0.0285744,0.0095248,0.0285744,0.0095248
50,1769.87,0.35082,0.92054,0.2763,0.1686,0.00701,0.25218,0.99972,1,0.995,0.995,0.99972,1,0.995,0.95916,0.14733,0.27214,0.18966,0.05685,0.00537,0,0.0285447,0.0095149,0.0285447,0.0095149,0.0285447,0.0095149,0.0285447,0.0095149
51,1803.76,0.40556,0.8437,0.27299,0.17,0.00764,0.10387,1,0.99978,0.995,0.9927,1,0.99978,0.995,0.90635,0.20921,0.39787,0.18765,0.07023,0.00645,0,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
52,1837.95,0.38756,0.81056,0.26387,0.17271,0.00779,0.12895,1,1,0.995,0.99388,1,1,0.995,0.95376,0.16576,0.27838,0.16682,0.0618,0.00589,0,0.0284853,0.0094951,0.0284853,0.0094951,0.0284853,0.0094951,0.0284853,0.0094951
53,1871.97,0.40713,0.87587,0.25673,0.16291,0.008,0.10495,0.99968,1,0.995,0.98531,0.99968,1,0.995,0.96131,0.27418,0.2313,0.15011,0.08269,0.00755,0,0.0284556,0.0094852,0.0284556,0.0094852,0.0284556,0.0094852,0.0284556,0.0094852
54,1905.72,0.34473,0.90648,0.25684,0.14461,0.0067,0.14802,1,0.99971,0.995,0.99019,0.99466,1,0.995,0.90483,0.17172,0.41688,0.14495,0.0615,0.00553,0,0.0284259,0.0094753,0.0284259,0.0094753,0.0284259,0.0094753,0.0284259,0.0094753
55,1939.33,0.38245,0.89065,0.24676,0.15577,0.00739,0.15553,1,0.99497,0.995,0.99463,1,0.99497,0.995,0.94256,0.26393,0.27269,0.13255,0.08526,0.00937,0,0.0283962,0.0094654,0.0283962,0.0094654,0.0283962,0.0094654,0.0283962,0.0094654
56,1972.4,0.41237,0.91729,0.24909,0.17055,0.00813,0.04266,0.99954,1,0.995,0.98877,0.99954,1,0.995,0.93529,0.26265,0.28933,0.12536,0.08248,0.00728,0,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
57,2005.41,0.36356,0.93443,0.23887,0.15746,0.00696,0.52893,0.99008,0.99855,0.99495,0.97913,0.99008,0.99855,0.99495,0.8941,0.28144,0.39563,0.13584,0.10376,0.00808,0,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456
58,2039.09,0.38497,0.95544,0.23408,0.16617,0.00746,0.22869,0.99502,0.99971,0.99485,0.98878,0.99502,0.99971,0.99485,0.96224,0.28597,0.24449,0.13474,0.10832,0.009,0,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357
59,2073.26,0.32989,0.85102,0.23569,0.15531,0.0065,0.11072,0.99972,1,0.995,0.99483,0.99972,1,0.995,0.96543,0.11779,0.23991,0.13965,0.05011,0.00396,0,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258
60,2107.47,0.39991,0.8138,0.24228,0.16544,0.00757,0.13116,0.99966,1,0.995,0.99497,0.99966,1,0.995,0.95313,0.24154,0.24091,0.14299,0.07771,0.00733,0,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159
61,2141.26,0.36755,0.79736,0.22951,0.17204,0.00737,0.0974,0.99972,1,0.995,0.91645,0.99972,1,0.995,0.9621,0.38587,0.21317,0.13123,0.11226,0.01108,0,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
62,2174.9,0.3606,0.77414,0.22515,0.16186,0.00723,0.07382,0.99951,1,0.995,0.95477,0.99951,1,0.995,0.95929,0.35402,0.23183,0.12282,0.10145,0.01144,0,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961
63,2208.38,0.37116,0.77401,0.21937,0.1525,0.0073,0.08663,0.99473,1,0.995,0.99449,0.99473,1,0.995,0.95236,0.15781,0.28076,0.11603,0.05872,0.00486,0,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862
64,2241.47,0.34883,0.83766,0.21766,0.15115,0.00676,0.08747,0.99972,1,0.995,0.995,0.99972,1,0.995,0.91461,0.13693,0.35959,0.11567,0.05636,0.00444,0,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763
65,2275.26,0.38129,0.85014,0.20918,0.15129,0.0072,0.12561,1,0.99966,0.995,0.98613,1,0.99966,0.995,0.96997,0.29166,0.23577,0.11132,0.09272,0.01058,0,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664
66,2309.17,0.36738,0.74933,0.20994,0.14923,0.00713,0.08955,0.99977,1,0.995,0.995,0.99977,1,0.995,0.97162,0.12427,0.21145,0.1112,0.04733,0.00368,0,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
67,2342.83,0.41426,0.77885,0.21109,0.16322,0.00764,0.02974,1,0.99944,0.995,0.995,1,0.99944,0.995,0.97208,0.16732,0.20694,0.10937,0.06442,0.00597,0,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466
68,2376.81,0.38878,0.75171,0.20004,0.167,0.0074,0.0301,1,0.99565,0.995,0.995,1,0.99565,0.995,0.94891,0.19012,0.26156,0.1051,0.07723,0.00597,0,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367
69,2410.21,0.38509,0.81491,0.20147,0.16325,0.00706,0.05897,1,0.9998,0.995,0.99495,1,0.9998,0.995,0.9609,0.14061,0.2371,0.10094,0.05512,0.00458,0,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
70,2443.93,0.35192,0.75135,0.19334,0.14791,0.00658,0.02881,0.99929,0.995,0.995,0.99294,0.99929,0.995,0.995,0.97162,0.25753,0.22527,0.09539,0.08769,0.00687,0,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169
71,2476.9,0.41442,0.80081,0.19515,0.16342,0.00734,0.02048,1,0.99971,0.995,0.97871,1,0.99971,0.995,0.94778,0.2965,0.28062,0.09106,0.09154,0.00835,0,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
72,2510.57,0.35165,0.9009,0.18665,0.15646,0.00658,0.69015,0.9944,1,0.995,0.995,0.9944,1,0.995,0.94292,0.18361,0.29767,0.09104,0.06696,0.00537,0,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971
73,2545.2,0.30359,0.84506,0.19736,0.1461,0.00578,0.17327,0.99949,1,0.995,0.995,0.99949,1,0.995,0.96316,0.13766,0.22911,0.10486,0.05319,0.00463,0,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
74,2579.09,0.39965,0.66204,0.19426,0.155,0.00735,0.02435,0.99489,1,0.995,0.99353,0.99489,1,0.995,0.95362,0.23249,0.26498,0.10729,0.08124,0.00587,0,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773
75,2613.06,0.34088,0.72621,0.18827,0.1415,0.00635,0.11297,0.99961,1,0.995,0.90024,0.99961,1,0.995,0.97225,0.39205,0.20646,0.10226,0.11697,0.01394,0,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
76,2646.51,0.37763,0.76509,0.18685,0.15736,0.00702,0.02597,0.99998,0.995,0.995,0.9537,0.99998,0.995,0.995,0.96045,0.34112,0.23496,0.09488,0.11663,0.00908,0,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
77,2680.08,0.362,0.7153,0.18658,0.16461,0.00668,0.05839,0.98037,0.99865,0.99475,0.99319,0.98037,0.99865,0.99475,0.9305,0.15665,0.31192,0.09213,0.07679,0.00541,0,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
78,2712.97,0.36409,0.81687,0.18735,0.16691,0.00692,0.05964,0.99433,1,0.995,0.9802,0.99433,1,0.995,0.94079,0.29088,0.27825,0.08329,0.10362,0.01097,0,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377
79,2746.46,0.38396,0.75051,0.17532,0.16044,0.00714,0.05009,1,0.98245,0.9949,0.9949,1,0.98245,0.9949,0.95386,0.17758,0.26549,0.08187,0.15397,0.00502,0,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
80,2780.67,0.31864,0.79114,0.17398,0.13856,0.00617,0.04976,0.99448,0.97,0.99431,0.99431,0.99448,0.97,0.99431,0.94054,0.21334,0.27882,0.0783,0.12986,0.00552,0,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179
81,2814.8,0.34772,0.71912,0.1668,0.15196,0.00625,0.01048,1,0.99441,0.995,0.98611,1,0.99441,0.995,0.92291,0.28309,0.30839,0.0752,0.11147,0.00932,0,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
82,2848.8,0.33996,0.71407,0.1611,0.14343,0.0065,0.07148,1,0.99946,0.995,0.99296,1,0.99946,0.995,0.94954,0.17288,0.24723,0.07385,0.08694,0.00642,0,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981
83,2882.18,0.31546,0.78033,0.16868,0.1371,0.00586,0.30761,1,0.99934,0.995,0.99388,1,0.99934,0.995,0.96311,0.24501,0.2396,0.08496,0.07856,0.00711,0,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
84,2916.1,0.31353,0.78214,0.17437,0.13911,0.00601,0.07363,0.99968,1,0.995,0.99277,0.99968,1,0.995,0.91721,0.17362,0.33826,0.09124,0.05809,0.00617,0,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783
85,2949.41,0.3654,0.72504,0.16094,0.14253,0.00675,0.07561,0.9996,1,0.995,0.995,0.9996,1,0.995,0.94399,0.22956,0.26446,0.08249,0.0738,0.0067,0,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
86,2982.75,0.36722,0.77112,0.17455,0.14358,0.00679,0.09935,1,0.9997,0.995,0.99228,1,0.9997,0.995,0.95106,0.24454,0.24801,0.08025,0.07863,0.00605,0,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
87,3016.92,0.37686,0.70793,0.16241,0.15057,0.0064,0.06917,0.99974,1,0.995,0.995,0.99974,1,0.995,0.96373,0.08955,0.24275,0.07433,0.03891,0.00264,0,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
88,3050.49,0.37018,0.74724,0.16204,0.14479,0.00666,0.01403,0.99981,1,0.995,0.89715,0.99981,1,0.995,0.9701,0.41232,0.20169,0.07224,0.11455,0.00954,0,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387
89,3084.24,0.35942,0.73338,0.16168,0.1476,0.00654,0.01952,1,0.99977,0.995,0.995,1,0.99977,0.995,0.95128,0.15491,0.2448,0.07264,0.06431,0.00552,0,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
90,3117.53,0.38049,0.74696,0.15637,0.14419,0.00683,0.01787,0.99972,1,0.995,0.9863,0.99972,1,0.995,0.92363,0.2856,0.31604,0.07257,0.08665,0.00949,0,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189
91,3151.15,0.38899,0.70536,0.15152,0.15366,0.00714,0.00722,0.9996,1,0.995,0.995,0.9996,1,0.995,0.94595,0.12344,0.28321,0.0735,0.05406,0.00381,0,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
92,3184.48,0.31043,0.75922,0.1477,0.13033,0.00597,0.03353,0.99973,1,0.995,0.995,0.99973,1,0.995,0.96248,0.08974,0.21822,0.06468,0.03886,0.00267,0,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991
93,3217.65,0.3363,0.7308,0.14502,0.1342,0.00637,0.06297,0.99976,1,0.995,0.99395,0.99976,1,0.995,0.9756,0.22819,0.18298,0.05907,0.07724,0.00746,0,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
